code_site,code_station,date_obs_elab,longitude,latitude,HIXM,HIXnJ,QINM,QINnJ,QIXM,QIXnJ,QmM,QmnJ
A2350200,A235020001,2010-12-24,7.45981862,48.271832622,,1175.0,,14863.0,,19100.0,,17426.0
A2350200,A235020001,2010-12-25,7.45981862,48.271832622,,1086.0,,8473.0,,14863.0,,11887.0
A2350200,A235020001,2010-12-26,7.45981862,48.271832622,,954.0,,7990.0,,9408.0,,8731.0
A2350200,A235020001,2010-12-27,7.45981862,48.271832622,,913.0,,6591.0,,7990.0,,7321.0
A2350200,A235020001,2010-12-28,7.45981862,48.271832622,,873.0,,5998.0,,6591.0,,6258.0
A2350200,A235020001,2010-12-29,7.45981862,48.271832622,,849.0,,5523.0,,5998.0,,5759.0
A2350200,A235020001,2010-12-30,7.45981862,48.271832622,,829.0,,5072.0,,5523.0,,5289.0
A2350200,A235020001,2010-12-31,7.45981862,48.271832622,,809.0,,4732.0,,5072.0,,4895.0
A2350200,A235020001,2011-01-01,7.45981862,48.271832622,1110.0,795.0,2133.0,4494.0,15980.0,4732.0,6486.0,4613.0
A2350200,A235020001,2011-01-02,7.45981862,48.271832622,,785.0,,4182.0,,4494.0,,4356.0
A2350200,A235020001,2011-01-03,7.45981862,48.271832622,,772.0,,3818.0,,4182.0,,3993.0
A2350200,A235020001,2011-01-04,7.45981862,48.271832622,,756.0,,3610.0,,3818.0,,3714.0
A2350200,A235020001,2011-01-05,7.45981862,48.271832622,,749.0,,3554.0,,3639.0,,3596.0
A2350200,A235020001,2011-01-06,7.45981862,48.271832622,,878.0,,3639.0,,6791.0,,4592.0
A2350200,A235020001,2011-01-07,7.45981862,48.271832622,,1040.0,,6791.0,,12800.0,,9272.0
A2350200,A235020001,2011-01-08,7.45981862,48.271832622,,1060.0,,12246.0,,13700.0,,13034.0
A2350200,A235020001,2011-01-09,7.45981862,48.271832622,,1050.0,,11900.0,,13250.0,,12514.0
A2350200,A235020001,2011-01-10,7.45981862,48.271832622,,1040.0,,10072.0,,12785.0,,10957.0
A2350200,A235020001,2011-01-11,7.45981862,48.271832622,,973.0,,9231.0,,10072.0,,9664.0
A2350200,A235020001,2011-01-12,7.45981862,48.271832622,,952.0,,8092.0,,9338.0,,8806.0
A2350200,A235020001,2011-01-13,7.45981862,48.271832622,,1103.0,,9165.0,,15660.0,,10854.0
A2350200,A235020001,2011-01-14,7.45981862,48.271832622,,1110.0,,14600.0,,15980.0,,15038.0
A2350200,A235020001,2011-01-15,7.45981862,48.271832622,,1110.0,,11579.0,,15980.0,,13801.0
A2350200,A235020001,2011-01-16,7.45981862,48.271832622,,1013.0,,9080.0,,11579.0,,10255.0
A2350200,A235020001,2011-01-17,7.45981862,48.271832622,,945.0,,7381.0,,9080.0,,8196.0
A2350200,A235020001,2011-01-18,7.45981862,48.271832622,,895.0,,6052.0,,7381.0,,6581.0
A2350200,A235020001,2011-01-19,7.45981862,48.271832622,,857.0,,5396.0,,6194.0,,5765.0
A2350200,A235020001,2011-01-20,7.45981862,48.271832622,,823.0,,4622.0,,5396.0,,5062.0
A2350200,A235020001,2011-01-21,7.45981862,48.271832622,,790.0,,4203.0,,4622.0,,4386.0
A2350200,A235020001,2011-01-22,7.45981862,48.271832622,,773.0,,3852.0,,4203.0,,4027.0
A2350200,A235020001,2011-01-23,7.45981862,48.271832622,,758.0,,3501.0,,3852.0,,3677.0
A2350200,A235020001,2011-01-24,7.45981862,48.271832622,,743.0,,3122.0,,3501.0,,3317.0
A2350200,A235020001,2011-01-25,7.45981862,48.271832622,,733.0,,3090.0,,3262.0,,3167.0
A2350200,A235020001,2011-01-26,7.45981862,48.271832622,,760.0,,3216.0,,3907.0,,3689.0
A2350200,A235020001,2011-01-27,7.45981862,48.271832622,,754.0,,3146.0,,3777.0,,3433.0
A2350200,A235020001,2011-01-28,7.45981862,48.271832622,,727.0,,2933.0,,3146.0,,3040.0
A2350200,A235020001,2011-01-29,7.45981862,48.271832622,,713.0,,2720.0,,2933.0,,2827.0
A2350200,A235020001,2011-01-30,7.45981862,48.271832622,,699.0,,2414.0,,2720.0,,2593.0
A2350200,A235020001,2011-01-31,7.45981862,48.271832622,,680.0,,2133.0,,2414.0,,2240.0
A2350200,A235020001,2011-02-01,7.45981862,48.271832622,662.0,662.0,1093.0,1973.0,2133.0,2133.0,1584.0,2053.0
A2350200,A235020001,2011-02-02,7.45981862,48.271832622,,652.0,,1813.0,,1973.0,,1893.0
A2350200,A235020001,2011-02-03,7.45981862,48.271832622,,642.0,,1787.0,,1813.0,,1793.0
A2350200,A235020001,2011-02-04,7.45981862,48.271832622,,644.0,,1796.0,,1848.0,,1809.0
A2350200,A235020001,2011-02-05,7.45981862,48.271832622,,657.0,,1847.0,,2054.0,,1913.0
A2350200,A235020001,2011-02-06,7.45981862,48.271832622,,654.0,,1803.0,,2007.0,,1871.0
A2350200,A235020001,2011-02-07,7.45981862,48.271832622,,653.0,,1708.0,,1991.0,,1840.0
A2350200,A235020001,2011-02-08,7.45981862,48.271832622,,645.0,,1731.0,,1866.0,,1767.0
A2350200,A235020001,2011-02-09,7.45981862,48.271832622,,642.0,,1724.0,,1818.0,,1760.0
A2350200,A235020001,2011-02-10,7.45981862,48.271832622,,637.0,,1586.0,,1740.0,,1684.0
A2350200,A235020001,2011-02-11,7.45981862,48.271832622,,637.0,,1570.0,,1740.0,,1636.0
A2350200,A235020001,2011-02-12,7.45981862,48.271832622,,636.0,,1522.0,,1724.0,,1589.0
A2350200,A235020001,2011-02-13,7.45981862,48.271832622,,639.0,,1506.0,,1771.0,,1606.0
A2350200,A235020001,2011-02-14,7.45981862,48.271832622,,626.0,,1498.0,,1586.0,,1530.0
A2350200,A235020001,2011-02-15,7.45981862,48.271832622,,637.0,,1509.0,,1740.0,,1625.0
A2350200,A235020001,2011-02-16,7.45981862,48.271832622,,626.0,,1476.0,,1586.0,,1538.0
A2350200,A235020001,2011-02-17,7.45981862,48.271832622,,618.0,,1439.0,,1498.0,,1480.0
A2350200,A235020001,2011-02-18,7.45981862,48.271832622,,613.0,,1312.0,,1439.0,,1383.0
A2350200,A235020001,2011-02-19,7.45981862,48.271832622,,613.0,,1246.0,,1444.0,,1330.0
A2350200,A235020001,2011-02-20,7.45981862,48.271832622,,613.0,,1249.0,,1442.0,,1323.0
A2350200,A235020001,2011-02-21,7.45981862,48.271832622,,614.0,,1338.0,,1455.0,,1402.0
A2350200,A235020001,2011-02-22,7.45981862,48.271832622,,603.0,,1207.0,,1338.0,,1273.0
A2350200,A235020001,2011-02-23,7.45981862,48.271832622,,595.0,,1155.0,,1246.0,,1189.0
A2350200,A235020001,2011-02-24,7.45981862,48.271832622,,595.0,,1147.0,,1246.0,,1193.0
A2350200,A235020001,2011-02-25,7.45981862,48.271832622,,595.0,,1211.0,,1246.0,,1240.0
A2350200,A235020001,2011-02-26,7.45981862,48.271832622,,636.0,,1093.0,,1724.0,,1204.0
A2350200,A235020001,2011-02-27,7.45981862,48.271832622,,650.0,,1586.0,,1944.0,,1758.0
A2350200,A235020001,2011-02-28,7.45981862,48.271832622,,638.0,,1608.0,,1758.0,,1665.0
A2350200,A235020001,2011-03-01,7.45981862,48.271832622,632.0,632.0,748.0,1502.0,1661.0,1661.0,1040.0,1577.0
A2350200,A235020001,2011-03-02,7.45981862,48.271832622,,618.0,,1441.0,,1502.0,,1469.0
A2350200,A235020001,2011-03-03,7.45981862,48.271832622,,613.0,,1385.0,,1441.0,,1413.0
A2350200,A235020001,2011-03-04,7.45981862,48.271832622,,608.0,,1367.0,,1385.0,,1374.0
A2350200,A235020001,2011-03-05,7.45981862,48.271832622,,608.0,,1354.0,,1389.0,,1378.0
A2350200,A235020001,2011-03-06,7.45981862,48.271832622,,605.0,,1284.0,,1354.0,,1319.0
A2350200,A235020001,2011-03-07,7.45981862,48.271832622,,598.0,,1148.0,,1284.0,,1234.0
A2350200,A235020001,2011-03-08,7.45981862,48.271832622,,591.0,,1136.0,,1202.0,,1172.0
A2350200,A235020001,2011-03-09,7.45981862,48.271832622,,587.0,,952.0,,1156.0,,1055.0
A2350200,A235020001,2011-03-10,7.45981862,48.271832622,,567.0,,930.0,,952.0,,941.0
A2350200,A235020001,2011-03-11,7.45981862,48.271832622,,563.0,,907.0,,930.0,,919.0
A2350200,A235020001,2011-03-12,7.45981862,48.271832622,,564.0,,902.0,,935.0,,915.0
A2350200,A235020001,2011-03-13,7.45981862,48.271832622,,571.0,,935.0,,984.0,,957.0
A2350200,A235020001,2011-03-14,7.45981862,48.271832622,,573.0,,909.0,,1005.0,,963.0
A2350200,A235020001,2011-03-15,7.45981862,48.271832622,,560.0,,851.0,,909.0,,875.0
A2350200,A235020001,2011-03-16,7.45981862,48.271832622,,551.0,,825.0,,851.0,,837.0
A2350200,A235020001,2011-03-17,7.45981862,48.271832622,,553.0,,820.0,,863.0,,847.0
A2350200,A235020001,2011-03-18,7.45981862,48.271832622,,546.0,,748.0,,820.0,,784.0
A2350200,A235020001,2011-03-19,7.45981862,48.271832622,,620.0,,748.0,,1520.0,,1104.0
A2350200,A235020001,2011-03-20,7.45981862,48.271832622,,569.0,,843.0,,966.0,,909.0
A2350200,A235020001,2011-03-21,7.45981862,48.271832622,,573.0,,838.0,,1005.0,,924.0
A2350200,A235020001,2011-03-22,7.45981862,48.271832622,,571.0,,907.0,,983.0,,949.0
A2350200,A235020001,2011-03-23,7.45981862,48.271832622,,560.0,,896.0,,907.0,,902.0
A2350200,A235020001,2011-03-24,7.45981862,48.271832622,,558.0,,885.0,,896.0,,890.0
A2350200,A235020001,2011-03-25,7.45981862,48.271832622,,557.0,,882.0,,891.0,,886.0
A2350200,A235020001,2011-03-26,7.45981862,48.271832622,,559.0,,891.0,,902.0,,896.0
A2350200,A235020001,2011-03-27,7.45981862,48.271832622,,579.0,,902.0,,1071.0,,996.0
A2350200,A235020001,2011-03-28,7.45981862,48.271832622,,576.0,,972.0,,1038.0,,1007.0
A2350200,A235020001,2011-03-29,7.45981862,48.271832622,,574.0,,895.0,,1015.0,,948.0
A2350200,A235020001,2011-03-30,7.45981862,48.271832622,,558.0,,870.0,,895.0,,873.0
A2350200,A235020001,2011-03-31,7.45981862,48.271832622,,572.0,,870.0,,994.0,,913.0
A2350200,A235020001,2011-04-01,7.45981862,48.271832622,599.0,571.0,370.0,857.0,1290.0,983.0,670.0,918.0
A2350200,A235020001,2011-04-02,7.45981862,48.271832622,,561.0,,840.0,,914.0,,875.0
A2350200,A235020001,2011-04-03,7.45981862,48.271832622,,557.0,,825.0,,889.0,,853.0
A2350200,A235020001,2011-04-04,7.45981862,48.271832622,,599.0,,832.0,,1290.0,,1003.0
A2350200,A235020001,2011-04-05,7.45981862,48.271832622,,566.0,,882.0,,946.0,,917.0
A2350200,A235020001,2011-04-06,7.45981862,48.271832622,,559.0,,821.0,,903.0,,862.0
A2350200,A235020001,2011-04-07,7.45981862,48.271832622,,555.0,,801.0,,876.0,,834.0
A2350200,A235020001,2011-04-08,7.45981862,48.271832622,,550.0,,780.0,,844.0,,811.0
A2350200,A235020001,2011-04-09,7.45981862,48.271832622,,550.0,,752.0,,844.0,,794.0
A2350200,A235020001,2011-04-10,7.45981862,48.271832622,,546.0,,735.0,,818.0,,775.0
A2350200,A235020001,2011-04-11,7.45981862,48.271832622,,543.0,,710.0,,799.0,,749.0
A2350200,A235020001,2011-04-12,7.45981862,48.271832622,,549.0,,697.0,,838.0,,765.0
A2350200,A235020001,2011-04-13,7.45981862,48.271832622,,544.0,,698.0,,808.0,,756.0
A2350200,A235020001,2011-04-14,7.45981862,48.271832622,,538.0,,684.0,,767.0,,718.0
A2350200,A235020001,2011-04-15,7.45981862,48.271832622,,533.0,,639.0,,735.0,,673.0
A2350200,A235020001,2011-04-16,7.45981862,48.271832622,,532.0,,633.0,,729.0,,672.0
A2350200,A235020001,2011-04-17,7.45981862,48.271832622,,523.0,,594.0,,671.0,,631.0
A2350200,A235020001,2011-04-18,7.45981862,48.271832622,,513.0,,468.0,,607.0,,560.0
A2350200,A235020001,2011-04-19,7.45981862,48.271832622,,512.0,,429.0,,601.0,,520.0
A2350200,A235020001,2011-04-20,7.45981862,48.271832622,,503.0,,435.0,,521.0,,470.0
A2350200,A235020001,2011-04-21,7.45981862,48.271832622,,501.0,,396.0,,486.0,,438.0
A2350200,A235020001,2011-04-22,7.45981862,48.271832622,,498.0,,376.0,,455.0,,419.0
A2350200,A235020001,2011-04-23,7.45981862,48.271832622,,495.0,,370.0,,435.0,,397.0
A2350200,A235020001,2011-04-24,7.45981862,48.271832622,,580.0,,408.0,,1082.0,,777.0
A2350200,A235020001,2011-04-25,7.45981862,48.271832622,,562.0,,523.0,,921.0,,695.0
A2350200,A235020001,2011-04-26,7.45981862,48.271832622,,507.0,,402.0,,569.0,,481.0
A2350200,A235020001,2011-04-27,7.45981862,48.271832622,,502.0,,389.0,,503.0,,421.0
A2350200,A235020001,2011-04-28,7.45981862,48.271832622,,500.0,,408.0,,468.0,,441.0
A2350200,A235020001,2011-04-29,7.45981862,48.271832622,,496.0,,383.0,,444.0,,412.0
A2350200,A235020001,2011-04-30,7.45981862,48.271832622,,503.0,,370.0,,521.0,,451.0
A2350200,A235020001,2011-05-01,7.45981862,48.271832622,519.0,495.0,,332.0,,435.0,,390.0
A2350200,A235020001,2011-05-02,7.45981862,48.271832622,,484.0,,293.0,,363.0,,335.0
A2350200,A235020001,2011-05-03,7.45981862,48.271832622,,500.0,,,,468.0,,
A2350200,A235020001,2011-05-04,7.45981862,48.271832622,,475.0,,,,304.0,,
A2350200,A235020001,2011-05-05,7.45981862,48.271832622,,471.0,,,,286.0,,
A2350200,A235020001,2011-05-06,7.45981862,48.271832622,,467.0,,,,,,
A2350200,A235020001,2011-05-07,7.45981862,48.271832622,,464.0,,,,,,
A2350200,A235020001,2011-05-08,7.45981862,48.271832622,,464.0,,,,,,
A2350200,A235020001,2011-05-09,7.45981862,48.271832622,,456.0,,,,,,
A2350200,A235020001,2011-05-10,7.45981862,48.271832622,,455.0,,,,,,
A2350200,A235020001,2011-05-11,7.45981862,48.271832622,,488.0,,,,390.0,,
A2350200,A235020001,2011-05-12,7.45981862,48.271832622,,519.0,,,,648.0,,
A2350200,A235020001,2011-05-13,7.45981862,48.271832622,,473.0,,,,,,
A2350200,A235020001,2011-05-14,7.45981862,48.271832622,,454.0,,,,,,
A2350200,A235020001,2011-05-15,7.45981862,48.271832622,,462.0,,,,,,
A2350200,A235020001,2011-05-16,7.45981862,48.271832622,,458.0,,,,,,
A2350200,A235020001,2011-05-17,7.45981862,48.271832622,,454.0,,,,,,
A2350200,A235020001,2011-05-18,7.45981862,48.271832622,,450.0,,,,,,
A2350200,A235020001,2011-05-19,7.45981862,48.271832622,,477.0,,,,336.0,,
A2350200,A235020001,2011-05-20,7.45981862,48.271832622,,487.0,,,,400.0,,
A2350200,A235020001,2011-05-21,7.45981862,48.271832622,,485.0,,,,391.0,,
A2350200,A235020001,2011-05-22,7.45981862,48.271832622,,460.0,,,,,,
A2350200,A235020001,2011-05-23,7.45981862,48.271832622,,445.0,,,,,,
A2350200,A235020001,2011-05-24,7.45981862,48.271832622,,442.0,,,,,,
A2350200,A235020001,2011-05-25,7.45981862,48.271832622,,435.0,,,,,,
A2350200,A235020001,2011-05-26,7.45981862,48.271832622,,434.0,,,,,,
A2350200,A235020001,2011-05-27,7.45981862,48.271832622,,433.0,,,,,,
A2350200,A235020001,2011-05-28,7.45981862,48.271832622,,440.0,,,,,,
A2350200,A235020001,2011-05-29,7.45981862,48.271832622,,435.0,,,,,,
A2350200,A235020001,2011-05-30,7.45981862,48.271832622,,428.0,,,,,,
A2350200,A235020001,2011-05-31,7.45981862,48.271832622,,436.0,,,,,,
A2350200,A235020001,2011-06-01,7.45981862,48.271832622,723.0,492.0,,,,415.0,,
A2350200,A235020001,2011-06-02,7.45981862,48.271832622,,463.0,,,,,,
A2350200,A235020001,2011-06-03,7.45981862,48.271832622,,437.0,,,,,,
A2350200,A235020001,2011-06-04,7.45981862,48.271832622,,429.0,,,,,,
A2350200,A235020001,2011-06-05,7.45981862,48.271832622,,502.0,,,,467.0,,
A2350200,A235020001,2011-06-06,7.45981862,48.271832622,,500.0,,,,449.0,,
A2350200,A235020001,2011-06-07,7.45981862,48.271832622,,596.0,,,,1218.0,,
A2350200,A235020001,2011-06-08,7.45981862,48.271832622,,637.0,,616.0,,1683.0,,1042.0
A2350200,A235020001,2011-06-09,7.45981862,48.271832622,,518.0,,340.0,,616.0,,484.0
A2350200,A235020001,2011-06-10,7.45981862,48.271832622,,485.0,,,,340.0,,
A2350200,A235020001,2011-06-11,7.45981862,48.271832622,,462.0,,,,,,
A2350200,A235020001,2011-06-12,7.45981862,48.271832622,,448.0,,,,,,
A2350200,A235020001,2011-06-13,7.45981862,48.271832622,,443.0,,,,,,
A2350200,A235020001,2011-06-14,7.45981862,48.271832622,,506.0,,,,460.0,,
A2350200,A235020001,2011-06-15,7.45981862,48.271832622,,523.0,,,,625.0,,
A2350200,A235020001,2011-06-16,7.45981862,48.271832622,,487.0,,,,332.0,,
A2350200,A235020001,2011-06-17,7.45981862,48.271832622,,487.0,,,,335.0,,
A2350200,A235020001,2011-06-18,7.45981862,48.271832622,,635.0,,320.0,,1623.0,,930.0
A2350200,A235020001,2011-06-19,7.45981862,48.271832622,,663.0,,703.0,,2090.0,,1223.0
A2350200,A235020001,2011-06-20,7.45981862,48.271832622,,581.0,,750.0,,1059.0,,868.0
A2350200,A235020001,2011-06-21,7.45981862,48.271832622,,537.0,,508.0,,750.0,,663.0
A2350200,A235020001,2011-06-22,7.45981862,48.271832622,,723.0,,498.0,,3102.0,,1126.0
A2350200,A235020001,2011-06-23,7.45981862,48.271832622,,647.0,,941.0,,1911.0,,1208.0
A2350200,A235020001,2011-06-24,7.45981862,48.271832622,,571.0,,736.0,,1013.0,,860.0
A2350200,A235020001,2011-06-25,7.45981862,48.271832622,,529.0,,633.0,,736.0,,699.0
A2350200,A235020001,2011-06-26,7.45981862,48.271832622,,515.0,,481.0,,657.0,,607.0
A2350200,A235020001,2011-06-27,7.45981862,48.271832622,,494.0,,424.0,,481.0,,449.0
A2350200,A235020001,2011-06-28,7.45981862,48.271832622,,485.0,,335.0,,424.0,,379.0
A2350200,A235020001,2011-06-29,7.45981862,48.271832622,,667.0,,315.0,,2370.0,,1031.0
A2350200,A235020001,2011-06-30,7.45981862,48.271832622,,613.0,,736.0,,1562.0,,1098.0
A2350200,A235020001,2011-07-01,7.45981862,48.271832622,856.0,521.0,,581.0,,736.0,,681.0
A2350200,A235020001,2011-07-02,7.45981862,48.271832622,,504.0,,463.0,,640.0,,566.0
A2350200,A235020001,2011-07-03,7.45981862,48.271832622,,491.0,,386.0,,566.0,,474.0
A2350200,A235020001,2011-07-04,7.45981862,48.271832622,,471.0,,,,386.0,,
A2350200,A235020001,2011-07-05,7.45981862,48.271832622,,453.0,,,,,,
A2350200,A235020001,2011-07-06,7.45981862,48.271832622,,446.0,,,,,,
A2350200,A235020001,2011-07-07,7.45981862,48.271832622,,530.0,,,,800.0,,
A2350200,A235020001,2011-07-08,7.45981862,48.271832622,,537.0,,410.0,,843.0,,666.0
A2350200,A235020001,2011-07-09,7.45981862,48.271832622,,479.0,,,,410.0,,
A2350200,A235020001,2011-07-10,7.45981862,48.271832622,,634.0,,,,1848.0,,
A2350200,A235020001,2011-07-11,7.45981862,48.271832622,,560.0,,371.0,,968.0,,625.0
A2350200,A235020001,2011-07-12,7.45981862,48.271832622,,477.0,,284.0,,371.0,,309.0
A2350200,A235020001,2011-07-13,7.45981862,48.271832622,,856.0,,304.0,,6326.0,,1702.0
A2350200,A235020001,2011-07-14,7.45981862,48.271832622,,663.0,,905.0,,2251.0,,1378.0
A2350200,A235020001,2011-07-15,7.45981862,48.271832622,,554.0,,606.0,,905.0,,795.0
A2350200,A235020001,2011-07-16,7.45981862,48.271832622,,509.0,,403.0,,606.0,,518.0
A2350200,A235020001,2011-07-17,7.45981862,48.271832622,,611.0,,415.0,,1444.0,,743.0
A2350200,A235020001,2011-07-18,7.45981862,48.271832622,,543.0,,532.0,,811.0,,643.0
A2350200,A235020001,2011-07-19,7.45981862,48.271832622,,518.0,,448.0,,640.0,,489.0
A2350200,A235020001,2011-07-20,7.45981862,48.271832622,,547.0,,521.0,,825.0,,676.0
A2350200,A235020001,2011-07-21,7.45981862,48.271832622,,580.0,,614.0,,1082.0,,727.0
A2350200,A235020001,2011-07-22,7.45981862,48.271832622,,587.0,,923.0,,1158.0,,1038.0
A2350200,A235020001,2011-07-23,7.45981862,48.271832622,,613.0,,902.0,,1444.0,,1037.0
A2350200,A235020001,2011-07-24,7.45981862,48.271832622,,612.0,,934.0,,1436.0,,1173.0
A2350200,A235020001,2011-07-25,7.45981862,48.271832622,,564.0,,852.0,,934.0,,910.0
A2350200,A235020001,2011-07-26,7.45981862,48.271832622,,563.0,,818.0,,927.0,,845.0
A2350200,A235020001,2011-07-27,7.45981862,48.271832622,,579.0,,786.0,,1071.0,,871.0
A2350200,A235020001,2011-07-28,7.45981862,48.271832622,,590.0,,831.0,,1191.0,,922.0
A2350200,A235020001,2011-07-29,7.45981862,48.271832622,,587.0,,805.0,,1158.0,,873.0
A2350200,A235020001,2011-07-30,7.45981862,48.271832622,,544.0,,683.0,,805.0,,754.0
A2350200,A235020001,2011-07-31,7.45981862,48.271832622,,533.0,,646.0,,735.0,,696.0
A2350200,A235020001,2011-08-01,7.45981862,48.271832622,1089.0,519.0,,412.0,,646.0,,535.0
A2350200,A235020001,2011-08-02,7.45981862,48.271832622,,494.0,,386.0,,445.0,,416.0
A2350200,A235020001,2011-08-03,7.45981862,48.271832622,,488.0,,367.0,,419.0,,396.0
A2350200,A235020001,2011-08-04,7.45981862,48.271832622,,490.0,,354.0,,448.0,,396.0
A2350200,A235020001,2011-08-05,7.45981862,48.271832622,,768.0,,441.0,,4315.0,,989.0
A2350200,A235020001,2011-08-06,7.45981862,48.271832622,,692.0,,971.0,,2753.0,,1309.0
A2350200,A235020001,2011-08-07,7.45981862,48.271832622,,1089.0,,1419.0,,15538.0,,6098.0
A2350200,A235020001,2011-08-08,7.45981862,48.271832622,,740.0,,2995.0,,3749.0,,3288.0
A2350200,A235020001,2011-08-09,7.45981862,48.271832622,,744.0,,2733.0,,3946.0,,3050.0
A2350200,A235020001,2011-08-10,7.45981862,48.271832622,,731.0,,1349.0,,3638.0,,2502.0
A2350200,A235020001,2011-08-11,7.45981862,48.271832622,,585.0,,1213.0,,1368.0,,1329.0
A2350200,A235020001,2011-08-12,7.45981862,48.271832622,,571.0,,992.0,,1234.0,,1134.0
A2350200,A235020001,2011-08-13,7.45981862,48.271832622,,548.0,,825.0,,1004.0,,935.0
A2350200,A235020001,2011-08-14,7.45981862,48.271832622,,534.0,,779.0,,921.0,,844.0
A2350200,A235020001,2011-08-15,7.45981862,48.271832622,,614.0,,873.0,,1835.0,,1191.0
A2350200,A235020001,2011-08-16,7.45981862,48.271832622,,541.0,,849.0,,990.0,,933.0
A2350200,A235020001,2011-08-17,7.45981862,48.271832622,,525.0,,767.0,,877.0,,838.0
A2350200,A235020001,2011-08-18,7.45981862,48.271832622,,509.0,,674.0,,767.0,,746.0
A2350200,A235020001,2011-08-19,7.45981862,48.271832622,,502.0,,629.0,,710.0,,675.0
A2350200,A235020001,2011-08-20,7.45981862,48.271832622,,490.0,,455.0,,629.0,,557.0
A2350200,A235020001,2011-08-21,7.45981862,48.271832622,,477.0,,402.0,,482.0,,449.0
A2350200,A235020001,2011-08-22,7.45981862,48.271832622,,467.0,,,,402.0,,
A2350200,A235020001,2011-08-23,7.45981862,48.271832622,,456.0,,,,,,
A2350200,A235020001,2011-08-24,7.45981862,48.271832622,,479.0,,,,457.0,,
A2350200,A235020001,2011-08-25,7.45981862,48.271832622,,472.0,,,,411.0,,
A2350200,A235020001,2011-08-26,7.45981862,48.271832622,,760.0,,,,4296.0,,
A2350200,A235020001,2011-08-27,7.45981862,48.271832622,,753.0,,847.0,,4140.0,,1595.0
A2350200,A235020001,2011-08-28,7.45981862,48.271832622,,535.0,,632.0,,847.0,,778.0
A2350200,A235020001,2011-08-29,7.45981862,48.271832622,,503.0,,453.0,,632.0,,583.0
A2350200,A235020001,2011-08-30,7.45981862,48.271832622,,495.0,,400.0,,584.0,,504.0
A2350200,A235020001,2011-08-31,7.45981862,48.271832622,,485.0,,368.0,,485.0,,423.0
A2350200,A235020001,2011-09-01,7.45981862,48.271832622,579.0,478.0,,361.0,,439.0,,403.0
A2350200,A235020001,2011-09-02,7.45981862,48.271832622,,471.0,,315.0,,403.0,,365.0
A2350200,A235020001,2011-09-03,7.45981862,48.271832622,,464.0,,330.0,,372.0,,350.0
A2350200,A235020001,2011-09-04,7.45981862,48.271832622,,579.0,,372.0,,1319.0,,660.0
A2350200,A235020001,2011-09-05,7.45981862,48.271832622,,573.0,,453.0,,1254.0,,792.0
A2350200,A235020001,2011-09-06,7.45981862,48.271832622,,474.0,,,,453.0,,
A2350200,A235020001,2011-09-07,7.45981862,48.271832622,,498.0,,,,685.0,,
A2350200,A235020001,2011-09-08,7.45981862,48.271832622,,494.0,,382.0,,663.0,,509.0
A2350200,A235020001,2011-09-09,7.45981862,48.271832622,,458.0,,344.0,,382.0,,361.0
A2350200,A235020001,2011-09-10,7.45981862,48.271832622,,454.0,,300.0,,364.0,,346.0
A2350200,A235020001,2011-09-11,7.45981862,48.271832622,,458.0,,,,408.0,,
A2350200,A235020001,2011-09-12,7.45981862,48.271832622,,465.0,,,,457.0,,
A2350200,A235020001,2011-09-13,7.45981862,48.271832622,,442.0,,,,,,
A2350200,A235020001,2011-09-14,7.45981862,48.271832622,,457.0,,,,407.0,,
A2350200,A235020001,2011-09-15,7.45981862,48.271832622,,440.0,,,,,,
A2350200,A235020001,2011-09-16,7.45981862,48.271832622,,432.0,,,,,,
A2350200,A235020001,2011-09-17,7.45981862,48.271832622,,432.0,,,,,,
A2350200,A235020001,2011-09-18,7.45981862,48.271832622,,493.0,,,,691.0,,
A2350200,A235020001,2011-09-19,7.45981862,48.271832622,,471.0,,323.0,,541.0,,370.0
A2350200,A235020001,2011-09-20,7.45981862,48.271832622,,447.0,,,,336.0,,
A2350200,A235020001,2011-09-21,7.45981862,48.271832622,,436.0,,,,,,
A2350200,A235020001,2011-09-22,7.45981862,48.271832622,,429.0,,,,,,
A2350200,A235020001,2011-09-23,7.45981862,48.271832622,,425.0,,,,,,
A2350200,A235020001,2011-09-24,7.45981862,48.271832622,,423.0,,,,,,
A2350200,A235020001,2011-09-25,7.45981862,48.271832622,,420.0,,,,,,
A2350200,A235020001,2011-09-26,7.45981862,48.271832622,,414.0,,,,,,
A2350200,A235020001,2011-09-27,7.45981862,48.271832622,,410.0,,,,,,
A2350200,A235020001,2011-09-28,7.45981862,48.271832622,,407.0,,,,,,
A2350200,A235020001,2011-09-29,7.45981862,48.271832622,,406.0,,,,,,
A2350200,A235020001,2011-09-30,7.45981862,48.271832622,,400.0,,,,,,
A2350200,A235020001,2011-10-01,7.45981862,48.271832622,652.0,412.0,,,,,,
A2350200,A235020001,2011-10-02,7.45981862,48.271832622,,411.0,,,,,,
A2350200,A235020001,2011-10-03,7.45981862,48.271832622,,405.0,,,,,,
A2350200,A235020001,2011-10-04,7.45981862,48.271832622,,407.0,,,,,,
A2350200,A235020001,2011-10-05,7.45981862,48.271832622,,402.0,,,,,,
A2350200,A235020001,2011-10-06,7.45981862,48.271832622,,452.0,,,,379.0,,
A2350200,A235020001,2011-10-07,7.45981862,48.271832622,,542.0,,379.0,,1042.0,,721.0
A2350200,A235020001,2011-10-08,7.45981862,48.271832622,,526.0,,497.0,,913.0,,747.0
