code_site,code_station,date_obs_elab,longitude,latitude,HIXM,HIXnJ,QINM,QINnJ,QIXM,QIXnJ,QmM,QmnJ
A2350200,A235020001,2007-01-01,7.45981862,48.271832622,958.0,700.0,828.0,828.0,12320.0,4500.0,6198.0,2501.0
A2350200,A235020001,2007-01-02,7.45981862,48.271832622,,821.0,,2557.0,,7930.0,,5360.0
A2350200,A235020001,2007-01-03,7.45981862,48.271832622,,810.0,,6363.0,,7600.0,,6811.0
A2350200,A235020001,2007-01-04,7.45981862,48.271832622,,797.0,,6101.0,,7210.0,,6600.0
A2350200,A235020001,2007-01-05,7.45981862,48.271832622,,795.0,,6279.0,,7152.0,,6657.0
A2350200,A235020001,2007-01-06,7.45981862,48.271832622,,777.0,,6101.0,,6610.0,,6329.0
A2350200,A235020001,2007-01-07,7.45981862,48.271832622,,822.0,,6392.0,,7960.0,,7087.0
A2350200,A235020001,2007-01-08,7.45981862,48.271832622,,811.0,,6580.0,,7630.0,,6989.0
A2350200,A235020001,2007-01-09,7.45981862,48.271832622,,791.0,,6134.0,,7030.0,,6731.0
A2350200,A235020001,2007-01-10,7.45981862,48.271832622,,765.0,,5667.0,,6266.0,,5899.0
A2350200,A235020001,2007-01-11,7.45981862,48.271832622,,863.0,,6266.0,,9200.0,,7020.0
A2350200,A235020001,2007-01-12,7.45981862,48.271832622,,958.0,,6623.0,,12320.0,,8762.0
A2350200,A235020001,2007-01-13,7.45981862,48.271832622,,777.0,,5880.0,,6623.0,,6318.0
A2350200,A235020001,2007-01-14,7.45981862,48.271832622,,751.0,,5227.0,,5880.0,,5638.0
A2350200,A235020001,2007-01-15,7.45981862,48.271832622,,727.0,,4503.0,,5227.0,,4808.0
A2350200,A235020001,2007-01-16,7.45981862,48.271832622,,700.0,,4157.0,,4503.0,,4330.0
A2350200,A235020001,2007-01-17,7.45981862,48.271832622,,683.0,,3628.0,,4157.0,,3819.0
A2350200,A235020001,2007-01-18,7.45981862,48.271832622,,715.0,,3651.0,,4920.0,,3942.0
A2350200,A235020001,2007-01-19,7.45981862,48.271832622,,886.0,,4920.0,,9952.0,,8643.0
A2350200,A235020001,2007-01-20,7.45981862,48.271832622,,861.0,,8896.0,,9152.0,,9038.0
A2350200,A235020001,2007-01-21,7.45981862,48.271832622,,901.0,,8956.0,,10432.0,,9654.0
A2350200,A235020001,2007-01-22,7.45981862,48.271832622,,855.0,,8230.0,,8956.0,,8565.0
A2350200,A235020001,2007-01-23,7.45981862,48.271832622,,842.0,,7583.0,,8560.0,,8079.0
A2350200,A235020001,2007-01-24,7.45981862,48.271832622,,809.0,,6481.0,,7583.0,,7042.0
A2350200,A235020001,2007-01-25,7.45981862,48.271832622,,773.0,,5481.0,,6481.0,,5931.0
A2350200,A235020001,2007-01-26,7.45981862,48.271832622,,736.0,,4802.0,,5481.0,,5142.0
A2350200,A235020001,2007-01-27,7.45981862,48.271832622,,711.0,,4348.0,,4802.0,,4507.0
A2350200,A235020001,2007-01-28,7.45981862,48.271832622,,711.0,,4338.0,,4812.0,,4499.0
A2350200,A235020001,2007-01-29,7.45981862,48.271832622,,725.0,,4812.0,,5179.0,,5053.0
A2350200,A235020001,2007-01-30,7.45981862,48.271832622,,727.0,,5179.0,,5233.0,,5220.0
A2350200,A235020001,2007-01-31,7.45981862,48.271832622,,726.0,,4997.0,,5217.0,,5158.0
A2350200,A235020001,2007-02-01,7.45981862,48.271832622,1079.0,718.0,4054.0,4532.0,17160.0,4997.0,7110.0,4764.0
A2350200,A235020001,2007-02-02,7.45981862,48.271832622,,701.0,,4329.0,,4532.0,,4440.0
A2350200,A235020001,2007-02-03,7.45981862,48.271832622,,692.0,,4218.0,,4329.0,,4263.0
A2350200,A235020001,2007-02-04,7.45981862,48.271832622,,686.0,,4129.0,,4218.0,,4173.0
A2350200,A235020001,2007-02-05,7.45981862,48.271832622,,690.0,,4114.0,,4287.0,,4163.0
A2350200,A235020001,2007-02-06,7.45981862,48.271832622,,694.0,,4216.0,,4378.0,,4292.0
A2350200,A235020001,2007-02-07,7.45981862,48.271832622,,707.0,,4216.0,,4689.0,,4339.0
A2350200,A235020001,2007-02-08,7.45981862,48.271832622,,765.0,,4689.0,,6264.0,,5084.0
A2350200,A235020001,2007-02-09,7.45981862,48.271832622,,774.0,,5634.0,,6520.0,,6004.0
A2350200,A235020001,2007-02-10,7.45981862,48.271832622,,742.0,,5559.0,,5634.0,,5595.0
A2350200,A235020001,2007-02-11,7.45981862,48.271832622,,914.0,,5621.0,,10848.0,,7265.0
A2350200,A235020001,2007-02-12,7.45981862,48.271832622,,913.0,,9152.0,,10820.0,,10040.0
A2350200,A235020001,2007-02-13,7.45981862,48.271832622,,1070.0,,10820.0,,16800.0,,14656.0
A2350200,A235020001,2007-02-14,7.45981862,48.271832622,,1073.0,,14520.0,,16939.0,,15202.0
A2350200,A235020001,2007-02-15,7.45981862,48.271832622,,1079.0,,14196.0,,17160.0,,15685.0
A2350200,A235020001,2007-02-16,7.45981862,48.271832622,,1005.0,,11734.0,,14196.0,,12988.0
A2350200,A235020001,2007-02-17,7.45981862,48.271832622,,942.0,,9474.0,,11734.0,,10583.0
A2350200,A235020001,2007-02-18,7.45981862,48.271832622,,871.0,,7974.0,,9474.0,,8712.0
A2350200,A235020001,2007-02-19,7.45981862,48.271832622,,822.0,,6876.0,,7974.0,,7357.0
A2350200,A235020001,2007-02-20,7.45981862,48.271832622,,786.0,,6115.0,,6876.0,,6468.0
A2350200,A235020001,2007-02-21,7.45981862,48.271832622,,759.0,,5459.0,,6115.0,,5787.0
A2350200,A235020001,2007-02-22,7.45981862,48.271832622,,735.0,,4892.0,,5459.0,,5171.0
A2350200,A235020001,2007-02-23,7.45981862,48.271832622,,714.0,,4215.0,,4892.0,,4550.0
A2350200,A235020001,2007-02-24,7.45981862,48.271832622,,686.0,,4054.0,,4215.0,,4109.0
A2350200,A235020001,2007-02-25,7.45981862,48.271832622,,719.0,,4091.0,,5020.0,,4436.0
A2350200,A235020001,2007-02-26,7.45981862,48.271832622,,775.0,,5020.0,,6550.0,,5830.0
A2350200,A235020001,2007-02-27,7.45981862,48.271832622,,772.0,,5830.0,,6466.0,,6010.0
A2350200,A235020001,2007-02-28,7.45981862,48.271832622,,883.0,,6155.0,,9849.0,,7108.0
A2350200,A235020001,2007-03-01,7.45981862,48.271832622,1476.0,1476.0,3709.0,9849.0,35180.0,35180.0,7927.0,19258.0
A2350200,A235020001,2007-03-02,7.45981862,48.271832622,,1368.0,,22008.0,,29560.0,,26319.0
A2350200,A235020001,2007-03-03,7.45981862,48.271832622,,1348.0,,18904.0,,28660.0,,23047.0
A2350200,A235020001,2007-03-04,7.45981862,48.271832622,,1123.0,,14083.0,,18904.0,,16406.0
A2350200,A235020001,2007-03-05,7.45981862,48.271832622,,1002.0,,11296.0,,14083.0,,12627.0
A2350200,A235020001,2007-03-06,7.45981862,48.271832622,,928.0,,9583.0,,11296.0,,10312.0
A2350200,A235020001,2007-03-07,7.45981862,48.271832622,,874.0,,8333.0,,9583.0,,9122.0
A2350200,A235020001,2007-03-08,7.45981862,48.271832622,,835.0,,7408.0,,8350.0,,8090.0
A2350200,A235020001,2007-03-09,7.45981862,48.271832622,,804.0,,6580.0,,7408.0,,7055.0
A2350200,A235020001,2007-03-10,7.45981862,48.271832622,,809.0,,6148.0,,7570.0,,6685.0
A2350200,A235020001,2007-03-11,7.45981862,48.271832622,,764.0,,5640.0,,6237.0,,5965.0
A2350200,A235020001,2007-03-12,7.45981862,48.271832622,,757.0,,5538.0,,6047.0,,5751.0
A2350200,A235020001,2007-03-13,7.45981862,48.271832622,,747.0,,4713.0,,5776.0,,5304.0
A2350200,A235020001,2007-03-14,7.45981862,48.271832622,,714.0,,4434.0,,4880.0,,4664.0
A2350200,A235020001,2007-03-15,7.45981862,48.271832622,,700.0,,4128.0,,4500.0,,4315.0
A2350200,A235020001,2007-03-16,7.45981862,48.271832622,,689.0,,3964.0,,4277.0,,4102.0
A2350200,A235020001,2007-03-17,7.45981862,48.271832622,,674.0,,3737.0,,3964.0,,3815.0
A2350200,A235020001,2007-03-18,7.45981862,48.271832622,,761.0,,3709.0,,6156.0,,4135.0
A2350200,A235020001,2007-03-19,7.45981862,48.271832622,,743.0,,4257.0,,5659.0,,4729.0
A2350200,A235020001,2007-03-20,7.45981862,48.271832622,,700.0,,4331.0,,4512.0,,4403.0
A2350200,A235020001,2007-03-21,7.45981862,48.271832622,,692.0,,4014.0,,4331.0,,4173.0
A2350200,A235020001,2007-03-22,7.45981862,48.271832622,,698.0,,3871.0,,4459.0,,4044.0
A2350200,A235020001,2007-03-23,7.45981862,48.271832622,,758.0,,4459.0,,6074.0,,5497.0
A2350200,A235020001,2007-03-24,7.45981862,48.271832622,,743.0,,5097.0,,5667.0,,5379.0
A2350200,A235020001,2007-03-25,7.45981862,48.271832622,,730.0,,4989.0,,5316.0,,5050.0
A2350200,A235020001,2007-03-26,7.45981862,48.271832622,,738.0,,4989.0,,5531.0,,5151.0
A2350200,A235020001,2007-03-27,7.45981862,48.271832622,,768.0,,5531.0,,6346.0,,6005.0
A2350200,A235020001,2007-03-28,7.45981862,48.271832622,,769.0,,5884.0,,6373.0,,6100.0
A2350200,A235020001,2007-03-29,7.45981862,48.271832622,,776.0,,5969.0,,6580.0,,6220.0
A2350200,A235020001,2007-03-30,7.45981862,48.271832622,,756.0,,5450.0,,6020.0,,5787.0
A2350200,A235020001,2007-03-31,7.45981862,48.271832622,,780.0,,5513.0,,6700.0,,6228.0
A2350200,A235020001,2007-04-01,7.45981862,48.271832622,754.0,754.0,747.0,5124.0,5972.0,5972.0,2503.0,5529.0
A2350200,A235020001,2007-04-02,7.45981862,48.271832622,,727.0,,4948.0,,5233.0,,5092.0
A2350200,A235020001,2007-04-03,7.45981862,48.271832622,,729.0,,4663.0,,5287.0,,4944.0
A2350200,A235020001,2007-04-04,7.45981862,48.271832622,,716.0,,4427.0,,4929.0,,4528.0
A2350200,A235020001,2007-04-05,7.45981862,48.271832622,,696.0,,3972.0,,4427.0,,4308.0
A2350200,A235020001,2007-04-06,7.45981862,48.271832622,,683.0,,3688.0,,4155.0,,3992.0
A2350200,A235020001,2007-04-07,7.45981862,48.271832622,,674.0,,3506.0,,3972.0,,3790.0
A2350200,A235020001,2007-04-08,7.45981862,48.271832622,,662.0,,3242.0,,3729.0,,3553.0
A2350200,A235020001,2007-04-09,7.45981862,48.271832622,,653.0,,3028.0,,3546.0,,3343.0
A2350200,A235020001,2007-04-10,7.45981862,48.271832622,,645.0,,2973.0,,3384.0,,3183.0
A2350200,A235020001,2007-04-11,7.45981862,48.271832622,,636.0,,2901.0,,3201.0,,3009.0
A2350200,A235020001,2007-04-12,7.45981862,48.271832622,,627.0,,2412.0,,3028.0,,2774.0
A2350200,A235020001,2007-04-13,7.45981862,48.271832622,,607.0,,2203.0,,2665.0,,2484.0
A2350200,A235020001,2007-04-14,7.45981862,48.271832622,,592.0,,2098.0,,2393.0,,2220.0
A2350200,A235020001,2007-04-15,7.45981862,48.271832622,,581.0,,1898.0,,2194.0,,2043.0
A2350200,A235020001,2007-04-16,7.45981862,48.271832622,,571.0,,1704.0,,2013.0,,1854.0
A2350200,A235020001,2007-04-17,7.45981862,48.271832622,,570.0,,1658.0,,1995.0,,1812.0
A2350200,A235020001,2007-04-18,7.45981862,48.271832622,,560.0,,1559.0,,1818.0,,1669.0
A2350200,A235020001,2007-04-19,7.45981862,48.271832622,,557.0,,1413.0,,1769.0,,1560.0
A2350200,A235020001,2007-04-20,7.45981862,48.271832622,,547.0,,1274.0,,1607.0,,1472.0
A2350200,A235020001,2007-04-21,7.45981862,48.271832622,,539.0,,1249.0,,1478.0,,1338.0
A2350200,A235020001,2007-04-22,7.45981862,48.271832622,,531.0,,1109.0,,1349.0,,1229.0
A2350200,A235020001,2007-04-23,7.45981862,48.271832622,,530.0,,1076.0,,1332.0,,1200.0
A2350200,A235020001,2007-04-24,7.45981862,48.271832622,,521.0,,1007.0,,1232.0,,1143.0
A2350200,A235020001,2007-04-25,7.45981862,48.271832622,,513.0,,979.0,,1154.0,,1066.0
A2350200,A235020001,2007-04-26,7.45981862,48.271832622,,506.0,,862.0,,1086.0,,962.0
A2350200,A235020001,2007-04-27,7.45981862,48.271832622,,519.0,,781.0,,1212.0,,904.0
A2350200,A235020001,2007-04-28,7.45981862,48.271832622,,483.0,,747.0,,889.0,,827.0
A2350200,A235020001,2007-04-29,7.45981862,48.271832622,,682.0,,788.0,,4135.0,,1522.0
A2350200,A235020001,2007-04-30,7.45981862,48.271832622,,611.0,,1162.0,,2738.0,,1751.0
A2350200,A235020001,2007-05-01,7.45981862,48.271832622,783.0,518.0,661.0,980.0,6790.0,1203.0,2123.0,1103.0
A2350200,A235020001,2007-05-02,7.45981862,48.271832622,,512.0,,936.0,,1144.0,,1017.0
A2350200,A235020001,2007-05-03,7.45981862,48.271832622,,500.0,,882.0,,1028.0,,961.0
A2350200,A235020001,2007-05-04,7.45981862,48.271832622,,502.0,,746.0,,1047.0,,905.0
A2350200,A235020001,2007-05-05,7.45981862,48.271832622,,498.0,,741.0,,1008.0,,854.0
A2350200,A235020001,2007-05-06,7.45981862,48.271832622,,474.0,,681.0,,828.0,,766.0
A2350200,A235020001,2007-05-07,7.45981862,48.271832622,,454.0,,665.0,,705.0,,684.0
A2350200,A235020001,2007-05-08,7.45981862,48.271832622,,673.0,,661.0,,3952.0,,1551.0
A2350200,A235020001,2007-05-09,7.45981862,48.271832622,,783.0,,2738.0,,6790.0,,4410.0
A2350200,A235020001,2007-05-10,7.45981862,48.271832622,,644.0,,2331.0,,3357.0,,2892.0
A2350200,A235020001,2007-05-11,7.45981862,48.271832622,,589.0,,1795.0,,2331.0,,2127.0
A2350200,A235020001,2007-05-12,7.45981862,48.271832622,,559.0,,1294.0,,1795.0,,1651.0
A2350200,A235020001,2007-05-13,7.45981862,48.271832622,,540.0,,1201.0,,1494.0,,1335.0
A2350200,A235020001,2007-05-14,7.45981862,48.271832622,,746.0,,1028.0,,5749.0,,2189.0
A2350200,A235020001,2007-05-15,7.45981862,48.271832622,,678.0,,2720.0,,4054.0,,3217.0
A2350200,A235020001,2007-05-16,7.45981862,48.271832622,,632.0,,2701.0,,3116.0,,2820.0
A2350200,A235020001,2007-05-17,7.45981862,48.271832622,,749.0,,3116.0,,5825.0,,4828.0
A2350200,A235020001,2007-05-18,7.45981862,48.271832622,,751.0,,5191.0,,5884.0,,5691.0
A2350200,A235020001,2007-05-19,7.45981862,48.271832622,,725.0,,4087.0,,5191.0,,4670.0
A2350200,A235020001,2007-05-20,7.45981862,48.271832622,,680.0,,3268.0,,4087.0,,3744.0
A2350200,A235020001,2007-05-21,7.45981862,48.271832622,,643.0,,2937.0,,3343.0,,3106.0
A2350200,A235020001,2007-05-22,7.45981862,48.271832622,,629.0,,2303.0,,3061.0,,2595.0
A2350200,A235020001,2007-05-23,7.45981862,48.271832622,,602.0,,1802.0,,2566.0,,2127.0
A2350200,A235020001,2007-05-24,7.45981862,48.271832622,,559.0,,1487.0,,1802.0,,1703.0
A2350200,A235020001,2007-05-25,7.45981862,48.271832622,,541.0,,1174.0,,1510.0,,1376.0
A2350200,A235020001,2007-05-26,7.45981862,48.271832622,,529.0,,1028.0,,1316.0,,1194.0
A2350200,A235020001,2007-05-27,7.45981862,48.271832622,,519.0,,1032.0,,1212.0,,1129.0
A2350200,A235020001,2007-05-28,7.45981862,48.271832622,,579.0,,1067.0,,2158.0,,1514.0
A2350200,A235020001,2007-05-29,7.45981862,48.271832622,,558.0,,1232.0,,1785.0,,1389.0
A2350200,A235020001,2007-05-30,7.45981862,48.271832622,,543.0,,1035.0,,1535.0,,1250.0
A2350200,A235020001,2007-05-31,7.45981862,48.271832622,,503.0,,950.0,,1057.0,,1009.0
A2350200,A235020001,2007-06-01,7.45981862,48.271832622,727.0,618.0,709.0,1055.0,5233.0,2864.0,1782.0,2072.0
A2350200,A235020001,2007-06-02,7.45981862,48.271832622,,563.0,,1381.0,,1868.0,,1679.0
A2350200,A235020001,2007-06-03,7.45981862,48.271832622,,534.0,,1288.0,,1397.0,,1372.0
A2350200,A235020001,2007-06-04,7.45981862,48.271832622,,534.0,,1252.0,,1397.0,,1318.0
A2350200,A235020001,2007-06-05,7.45981862,48.271832622,,527.0,,924.0,,1290.0,,1142.0
A2350200,A235020001,2007-06-06,7.45981862,48.271832622,,488.0,,866.0,,924.0,,895.0
A2350200,A235020001,2007-06-07,7.45981862,48.271832622,,480.0,,815.0,,866.0,,839.0
A2350200,A235020001,2007-06-08,7.45981862,48.271832622,,486.0,,716.0,,909.0,,815.0
A2350200,A235020001,2007-06-09,7.45981862,48.271832622,,549.0,,709.0,,1640.0,,1099.0
A2350200,A235020001,2007-06-10,7.45981862,48.271832622,,532.0,,794.0,,1361.0,,1009.0
A2350200,A235020001,2007-06-11,7.45981862,48.271832622,,700.0,,774.0,,4500.0,,1633.0
A2350200,A235020001,2007-06-12,7.45981862,48.271832622,,619.0,,1228.0,,2884.0,,1781.0
A2350200,A235020001,2007-06-13,7.45981862,48.271832622,,521.0,,997.0,,1228.0,,1113.0
A2350200,A235020001,2007-06-14,7.45981862,48.271832622,,497.0,,831.0,,997.0,,936.0
A2350200,A235020001,2007-06-15,7.45981862,48.271832622,,520.0,,808.0,,1222.0,,1012.0
A2350200,A235020001,2007-06-16,7.45981862,48.271832622,,516.0,,860.0,,1182.0,,968.0
A2350200,A235020001,2007-06-17,7.45981862,48.271832622,,662.0,,747.0,,3731.0,,928.0
A2350200,A235020001,2007-06-18,7.45981862,48.271832622,,727.0,,1348.0,,5233.0,,2806.0
A2350200,A235020001,2007-06-19,7.45981862,48.271832622,,531.0,,958.0,,1348.0,,1132.0
A2350200,A235020001,2007-06-20,7.45981862,48.271832622,,644.0,,930.0,,3364.0,,1266.0
A2350200,A235020001,2007-06-21,7.45981862,48.271832622,,693.0,,2774.0,,4358.0,,3708.0
A2350200,A235020001,2007-06-22,7.45981862,48.271832622,,651.0,,3046.0,,3506.0,,3197.0
A2350200,A235020001,2007-06-23,7.45981862,48.271832622,,651.0,,2704.0,,3498.0,,3018.0
A2350200,A235020001,2007-06-24,7.45981862,48.271832622,,609.0,,1974.0,,2704.0,,2374.0
A2350200,A235020001,2007-06-25,7.45981862,48.271832622,,569.0,,1850.0,,1974.0,,1909.0
A2350200,A235020001,2007-06-26,7.45981862,48.271832622,,667.0,,1959.0,,3830.0,,2946.0
A2350200,A235020001,2007-06-27,7.45981862,48.271832622,,651.0,,2989.0,,3513.0,,3135.0
A2350200,A235020001,2007-06-28,7.45981862,48.271832622,,625.0,,2693.0,,2989.0,,2863.0
A2350200,A235020001,2007-06-29,7.45981862,48.271832622,,609.0,,2153.0,,2693.0,,2423.0
A2350200,A235020001,2007-06-30,7.45981862,48.271832622,,579.0,,1982.0,,2153.0,,2083.0
A2350200,A235020001,2007-07-01,7.45981862,48.271832622,807.0,580.0,723.0,1769.0,7510.0,2173.0,2794.0,1875.0
A2350200,A235020001,2007-07-02,7.45981862,48.271832622,,656.0,,2173.0,,3607.0,,3037.0
A2350200,A235020001,2007-07-03,7.45981862,48.271832622,,653.0,,3141.0,,3546.0,,3250.0
A2350200,A235020001,2007-07-04,7.45981862,48.271832622,,738.0,,3407.0,,5531.0,,4497.0
A2350200,A235020001,2007-07-05,7.45981862,48.271832622,,729.0,,5097.0,,5278.0,,5107.0
A2350200,A235020001,2007-07-06,7.45981862,48.271832622,,743.0,,5076.0,,5667.0,,5387.0
A2350200,A235020001,2007-07-07,7.45981862,48.271832622,,721.0,,4219.0,,5076.0,,4633.0
A2350200,A235020001,2007-07-08,7.45981862,48.271832622,,745.0,,4013.0,,5712.0,,4234.0
A2350200,A235020001,2007-07-09,7.45981862,48.271832622,,807.0,,5163.0,,7510.0,,6258.0
A2350200,A235020001,2007-07-10,7.45981862,48.271832622,,749.0,,5043.0,,5830.0,,5319.0
A2350200,A235020001,2007-07-11,7.45981862,48.271832622,,728.0,,4662.0,,5260.0,,5061.0
A2350200,A235020001,2007-07-12,7.45981862,48.271832622,,706.0,,4207.0,,4662.0,,4384.0
A2350200,A235020001,2007-07-13,7.45981862,48.271832622,,686.0,,3662.0,,4207.0,,3961.0
A2350200,A235020001,2007-07-14,7.45981862,48.271832622,,659.0,,2720.0,,3662.0,,3247.0
A2350200,A235020001,2007-07-15,7.45981862,48.271832622,,610.0,,2019.0,,2720.0,,2497.0
A2350200,A235020001,2007-07-16,7.45981862,48.271832622,,571.0,,1794.0,,2019.0,,1904.0
A2350200,A235020001,2007-07-17,7.45981862,48.271832622,,596.0,,1785.0,,2466.0,,2134.0
A2350200,A235020001,2007-07-18,7.45981862,48.271832622,,620.0,,1704.0,,2901.0,,2297.0
A2350200,A235020001,2007-07-19,7.45981862,48.271832622,,556.0,,1381.0,,1753.0,,1662.0
A2350200,A235020001,2007-07-20,7.45981862,48.271832622,,566.0,,1300.0,,1922.0,,1596.0
A2350200,A235020001,2007-07-21,7.45981862,48.271832622,,542.0,,1232.0,,1528.0,,1295.0
A2350200,A235020001,2007-07-22,7.45981862,48.271832622,,531.0,,903.0,,1349.0,,1204.0
A2350200,A235020001,2007-07-23,7.45981862,48.271832622,,585.0,,905.0,,2267.0,,1109.0
A2350200,A235020001,2007-07-24,7.45981862,48.271832622,,644.0,,1261.0,,3364.0,,1892.0
A2350200,A235020001,2007-07-25,7.45981862,48.271832622,,605.0,,1115.0,,2622.0,,1577.0
A2350200,A235020001,2007-07-26,7.45981862,48.271832622,,525.0,,781.0,,1271.0,,1038.0
A2350200,A235020001,2007-07-27,7.45981862,48.271832622,,467.0,,736.0,,781.0,,758.0
A2350200,A235020001,2007-07-28,7.45981862,48.271832622,,528.0,,723.0,,1297.0,,810.0
A2350200,A235020001,2007-07-29,7.45981862,48.271832622,,652.0,,795.0,,3526.0,,1429.0
A2350200,A235020001,2007-07-30,7.45981862,48.271832622,,638.0,,1098.0,,3242.0,,2044.0
A2350200,A235020001,2007-07-31,7.45981862,48.271832622,,528.0,,921.0,,1300.0,,1131.0
A2350200,A235020001,2007-08-01,7.45981862,48.271832622,706.0,488.0,534.0,741.0,4663.0,921.0,1200.0,836.0
A2350200,A235020001,2007-08-02,7.45981862,48.271832622,,515.0,,727.0,,1178.0,,850.0
A2350200,A235020001,2007-08-03,7.45981862,48.271832622,,537.0,,810.0,,1446.0,,1120.0
A2350200,A235020001,2007-08-04,7.45981862,48.271832622,,475.0,,607.0,,835.0,,741.0
A2350200,A235020001,2007-08-05,7.45981862,48.271832622,,442.0,,565.0,,653.0,,608.0
A2350200,A235020001,2007-08-06,7.45981862,48.271832622,,474.0,,543.0,,828.0,,580.0
A2350200,A235020001,2007-08-07,7.45981862,48.271832622,,629.0,,795.0,,3064.0,,1563.0
A2350200,A235020001,2007-08-08,7.45981862,48.271832622,,510.0,,989.0,,1122.0,,1026.0
A2350200,A235020001,2007-08-09,7.45981862,48.271832622,,706.0,,1072.0,,4663.0,,3400.0
A2350200,A235020001,2007-08-10,7.45981862,48.271832622,,675.0,,2906.0,,3993.0,,3364.0
A2350200,A235020001,2007-08-11,7.45981862,48.271832622,,620.0,,2413.0,,2906.0,,2655.0
A2350200,A235020001,2007-08-12,7.45981862,48.271832622,,593.0,,2140.0,,2413.0,,2308.0
A2350200,A235020001,2007-08-13,7.45981862,48.271832622,,586.0,,1580.0,,2292.0,,1917.0
A2350200,A235020001,2007-08-14,7.45981862,48.271832622,,545.0,,1251.0,,1580.0,,1449.0
A2350200,A235020001,2007-08-15,7.45981862,48.271832622,,524.0,,1018.0,,1261.0,,1188.0
A2350200,A235020001,2007-08-16,7.45981862,48.271832622,,538.0,,1023.0,,1462.0,,1199.0
A2350200,A235020001,2007-08-17,7.45981862,48.271832622,,526.0,,999.0,,1281.0,,1151.0
A2350200,A235020001,2007-08-18,7.45981862,48.271832622,,510.0,,909.0,,1125.0,,1042.0
A2350200,A235020001,2007-08-19,7.45981862,48.271832622,,492.0,,703.0,,950.0,,844.0
A2350200,A235020001,2007-08-20,7.45981862,48.271832622,,484.0,,661.0,,896.0,,740.0
A2350200,A235020001,2007-08-21,7.45981862,48.271832622,,590.0,,639.0,,2357.0,,1424.0
A2350200,A235020001,2007-08-22,7.45981862,48.271832622,,570.0,,868.0,,1987.0,,1303.0
A2350200,A235020001,2007-08-23,7.45981862,48.271832622,,480.0,,754.0,,868.0,,802.0
A2350200,A235020001,2007-08-24,7.45981862,48.271832622,,474.0,,606.0,,828.0,,764.0
A2350200,A235020001,2007-08-25,7.45981862,48.271832622,,454.0,,591.0,,705.0,,633.0
A2350200,A235020001,2007-08-26,7.45981862,48.271832622,,453.0,,592.0,,701.0,,654.0
A2350200,A235020001,2007-08-27,7.45981862,48.271832622,,445.0,,549.0,,666.0,,626.0
A2350200,A235020001,2007-08-28,7.45981862,48.271832622,,426.0,,538.0,,583.0,,563.0
A2350200,A235020001,2007-08-29,7.45981862,48.271832622,,458.0,,534.0,,723.0,,645.0
A2350200,A235020001,2007-08-30,7.45981862,48.271832622,,443.0,,569.0,,656.0,,622.0
A2350200,A235020001,2007-08-31,7.45981862,48.271832622,,429.0,,558.0,,596.0,,580.0
A2350200,A235020001,2007-09-01,7.45981862,48.271832622,596.0,430.0,,552.0,2466.0,600.0,,587.0
A2350200,A235020001,2007-09-02,7.45981862,48.271832622,,431.0,,563.0,,604.0,,597.0
A2350200,A235020001,2007-09-03,7.45981862,48.271832622,,575.0,,517.0,,2086.0,,801.0
A2350200,A235020001,2007-09-04,7.45981862,48.271832622,,575.0,,788.0,,2086.0,,1129.0
A2350200,A235020001,2007-09-05,7.45981862,48.271832622,,479.0,,730.0,,862.0,,783.0
A2350200,A235020001,2007-09-06,7.45981862,48.271832622,,459.0,,587.0,,730.0,,665.0
A2350200,A235020001,2007-09-07,7.45981862,48.271832622,,446.0,,598.0,,670.0,,636.0
A2350200,A235020001,2007-09-08,7.45981862,48.271832622,,437.0,,604.0,,629.0,,615.0
A2350200,A235020001,2007-09-09,7.45981862,48.271832622,,431.0,,,,606.0,,
A2350200,A235020001,2007-09-10,7.45981862,48.271832622,,407.0,,,,500.0,,
A2350200,A235020001,2007-09-11,7.45981862,48.271832622,,460.0,,500.0,,734.0,,627.0
A2350200,A235020001,2007-09-12,7.45981862,48.271832622,,421.0,,,,561.0,,
A2350200,A235020001,2007-09-13,7.45981862,48.271832622,,419.0,,,,552.0,,
A2350200,A235020001,2007-09-14,7.45981862,48.271832622,,424.0,,491.0,,574.0,,537.0
A2350200,A235020001,2007-09-15,7.45981862,48.271832622,,425.0,,499.0,,578.0,,550.0
A2350200,A235020001,2007-09-16,7.45981862,48.271832622,,416.0,,,,539.0,,
A2350200,A235020001,2007-09-17,7.45981862,48.271832622,,457.0,,,,720.0,,
A2350200,A235020001,2007-09-18,7.45981862,48.271832622,,596.0,,720.0,,2466.0,,1528.0
A2350200,A235020001,2007-09-19,7.45981862,48.271832622,,507.0,,682.0,,1096.0,,821.0
A2350200,A235020001,2007-09-20,7.45981862,48.271832622,,449.0,,576.0,,682.0,,644.0
A2350200,A235020001,2007-09-21,7.45981862,48.271832622,,444.0,,574.0,,661.0,,613.0
A2350200,A235020001,2007-09-22,7.45981862,48.271832622,,431.0,,549.0,,604.0,,582.0
A2350200,A235020001,2007-09-23,7.45981862,48.271832622,,438.0,,530.0,,635.0,,577.0
A2350200,A235020001,2007-09-24,7.45981862,48.271832622,,423.0,,513.0,,569.0,,541.0
A2350200,A235020001,2007-09-25,7.45981862,48.271832622,,420.0,,504.0,,556.0,,527.0
A2350200,A235020001,2007-09-26,7.45981862,48.271832622,,458.0,,473.0,,724.0,,530.0
