code_site,libelle_site,type_site,coordonnee_x_site,coordonnee_y_site,code_projection,longitude_site,latitude_site,altitude_site,code_systeme_alti_site,statut_site,influence_generale_site,code_entite_hydro_site,code_troncon_hydro_site,code_commune_site,code_zone_hydro_site,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,commentaire_influence_generale_site,commentaire_site,libelle_departement
A5422010,Le Brenon à Autrey,STANDARD,931743.0,6830208.0,26,6.13958568,48.530640115,230.0,3.0,1.0,1.0,A54-0200,A5420200,['54032'],A542,['AUTREY'],['54'],['44'],['GRAND EST'],A54-0200,Le Brenon,http://id.eaufrance.fr/CEA/A54-0200,,,['MEURTHE-ET-MOSELLE']
A5422011,Le Brenon à Houdreville,STANDARD,929741.0,6827358.0,26,6.110970958,48.50573482,311.0,0.0,1.0,0.0,A54-0200,A5420200,['54266'],A542,['HOUDREVILLE'],['54'],['44'],['GRAND EST'],A54-0200,Le Brenon,http://id.eaufrance.fr/CEA/A54-0200,,,['MEURTHE-ET-MOSELLE']
A5431010,Le Madon à Pulligny,STANDARD,931085.0,6831819.0,26,6.131545756,48.545355659,225.0,3.0,1.0,1.0,A5--0100,A5430100,['54437'],A543,['PULLIGNY'],['54'],['44'],['GRAND EST'],A5--0100,Le Madon,http://id.eaufrance.fr/CEA/A5--0100,Station à herbe,"Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A5431011,Le ruisseau de Chardonnot à Frolois,PONCTUEL,930596.0,6832964.0,26,6.125539865,48.555821724,,,1.0,,A5430450,A5430450,['54214'],A543,['FROLOIS'],['54'],['44'],['GRAND EST'],A5430450,Ruisseau de Chardonnot,http://id.eaufrance.fr/CEA/A5430450,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A5431012,Le ruisseau d'Athenay à Xeuilley,PONCTUEL,928311.0,6832696.0,26,6.09445814,48.554222151,,,1.0,,A5430510,A5430510,['54596'],A543,['XEUILLEY'],['54'],['44'],['GRAND EST'],A5430510,Ruisseau d'Athenay,http://id.eaufrance.fr/CEA/A5430510,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A5500610,La Moselle à Pont-Saint-Vincent,STANDARD,928530.0,6838626.0,26,6.100577715,48.607446187,215.0,3.0,1.0,1.0,A---0060,A5500060,['54432'],A550,['PONT-SAINT-VINCENT'],['54'],['44'],['GRAND EST'],A---0060,La Moselle,http://id.eaufrance.fr/CEA/A---0060,,"Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A5610001,La Bouvade à Crézilles,PONCTUEL,913774.0,6835764.0,26,5.899137018,48.586761893,,,1.0,,A56-0200,A5610200,['54146'],A561,['CREZILLES'],['54'],['44'],['GRAND EST'],A56-0200,La Bouvade,http://id.eaufrance.fr/CEA/A56-0200,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A5622010,La Bouvade à Bicqueley,STANDARD,914354.0,6840199.0,26,5.909210656,48.62643654,215.0,0.0,1.0,1.0,A56-0200,A5620200,['54073'],A562,['BICQUELEY'],['54'],['44'],['GRAND EST'],A56-0200,La Bouvade,http://id.eaufrance.fr/CEA/A56-0200,,Le 11/07/2008 : le producteur DIREN Lorraine remplace l'Agence de l'Eau Rhin-Meuse placé en producteur associé.,['MEURTHE-ET-MOSELLE']
A5723010,Le ruisseau l'Ingressin à Toul,STANDARD,912152.0,6845723.0,26,5.882086991,48.676816629,210.0,3.0,1.0,1.0,A5720300,A5720300,['54528'],A572,['TOUL'],['54'],['44'],['GRAND EST'],A5720300,Ruisseau l'Ingressin,http://id.eaufrance.fr/CEA/A5720300,,,['MEURTHE-ET-MOSELLE']
A5723011,Le Petit Ingressin à Choloy-Ménillot,PONCTUEL,906815.0,6842704.0,26,5.808187772,48.651408518,,,1.0,,A5720540,A5720540,['54128'],A572,['CHOLOY-MENILLOT'],['54'],['44'],['GRAND EST'],A5720540,Le Petit Ingressin,http://id.eaufrance.fr/CEA/A5720540,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A5730610,La Moselle à Toul,STANDARD,913234.0,6844978.0,26,5.896401748,48.66976408,201.0,3.0,1.0,1.0,A---0060,A5710060,['54528'],A571,['TOUL'],['54'],['44'],['GRAND EST'],A---0060,La Moselle,http://id.eaufrance.fr/CEA/A---0060,Sous influence barrage,"Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A5820001,Le Terrouin à Jaillon,PONCTUEL,917342.0,6854904.0,26,5.957196988,48.757611333,,,1.0,,A58-0200,A5820200,['54272'],A582,['JAILLON'],['54'],['44'],['GRAND EST'],A58-0200,Le Terrouin,http://id.eaufrance.fr/CEA/A58-0200,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A5842010,Le Terrouin à Villey-Saint-Étienne,STANDARD,919893.0,6853458.0,26,5.991128451,48.743751172,200.0,2.0,1.0,1.0,A58-0200,A5840200,['54584'],A584,['VILLEY-SAINT-ETIENNE'],['54'],['44'],['GRAND EST'],A58-0200,Le Terrouin,http://id.eaufrance.fr/CEA/A58-0200,,Bassin versant karstique.,['MEURTHE-ET-MOSELLE']
A6001010,La Meurthe à Fraize,STANDARD,997339.0,6794690.0,26,7.002528782,48.184729703,498.0,3.0,1.0,2.0,A6--0100,A6000100,['88181'],A600,['FRAIZE'],['88'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,"Lit instable, beaucoup d'apport de galets de l'amont, curages manuels cycliques","Depuis le 23/03/2007, les horaires sont en TU.",['VOSGES']
A6001011,La Meurthe à Plainfaing,STANDARD,1000446.194,6787123.713,26,7.039077267,48.115311728,709.0,2.0,1.0,0.0,A6--0100,A6000100,['88349'],A600,['PLAINFAING'],['88'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,,Station suivie dans le cadre de l'observatoire de la qualité des cours d'eau du PNR des Ballons des Vosges.,['VOSGES']
A6010001,La Petite Meurthe à Ban-sur-Meurthe-Clefcy,PONCTUEL,995553.0,6790035.0,26,6.975375858,48.143708309,,,1.0,,A6010300,A6010300,['88106'],A601,['BAN-SUR-MEURTHE-CLEFCY'],['88'],['44'],['GRAND EST'],A6010300,La Petite Meurthe,http://id.eaufrance.fr/CEA/A6010300,,Point de mesure ONDE (Observatoire National Des Etiages),['VOSGES']
A6020001,[Le ruisseau vers la Feigne] à Saulcy-sur-Meurthe,PONCTUEL,993805.0,6801490.0,26,6.959623411,48.247439599,,,1.0,,00000000,00000000,['88445'],A602,['SAULCY-SUR-MEURTHE'],['88'],['44'],['GRAND EST'],00000000,,http://id.eaufrance.fr/CEA/00000000,,Point de mesure ONDE (Observatoire National Des Etiages),['VOSGES']
A6051020,La Meurthe à Saint-Dié-des-Vosges,STANDARD,993397.0,6805585.0,26,6.956897222,48.284422012,335.0,3.0,1.0,1.0,A6--0100,A6050100,['88413'],A605,['SAINT-DIE-DES-VOSGES'],['88'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,,"Depuis le 23/03/2007, les horaires sont en TU.",['VOSGES']
A6070001,Le ruisseau de Herbaville à Saint-Michel-sur-Meurthe,PONCTUEL,989462.0,6808769.0,26,6.906037365,48.314795871,,,1.0,,A6070670,A6070670,['88428'],A607,['SAINT-MICHEL-SUR-MEURTHE'],['88'],['44'],['GRAND EST'],A6070670,Ruisseau de Herbaville,http://id.eaufrance.fr/CEA/A6070670,,Point de mesure ONDE (Observatoire National Des Etiages),['VOSGES']
A6080001,Le ruisseau des Gouttes à Saint-Jean-d'Ormont,PONCTUEL,995660.0,6810935.0,26,6.991009178,48.331471958,,,1.0,,A6080340,A6080340,['88419'],A608,"[""SAINT-JEAN-D'ORMONT""]",['88'],['44'],['GRAND EST'],A6080340,Ruisseau des Gouttes,http://id.eaufrance.fr/CEA/A6080340,,Point de mesure ONDE (Observatoire National Des Etiages),['VOSGES']
A6142010,Le Rabodeau à Moyenmoutier,STANDARD,987510.0,6816115.0,26,6.884612131,48.381673137,295.0,3.0,1.0,1.0,A61-0200,A6140200,['88319'],A614,['MOYENMOUTIER'],['88'],['44'],['GRAND EST'],A61-0200,Le Rabodeau,http://id.eaufrance.fr/CEA/A61-0200,,,['VOSGES']
A6151030,La Meurthe à Raon-l'Étape,STANDARD,984475.0,6818232.0,26,6.845062409,48.402032182,281.0,3.0,1.0,1.0,A6--0100,A6150100,['88372'],A615,"[""RAON-L'ETAPE""]",['88'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,,"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",['VOSGES']
A6232010,La Plaine à Raon-l'Étape [La Trouche],STANDARD,986823.0,6819937.0,26,6.877878865,48.416320357,290.0,3.0,1.0,2.0,A62-0200,A6230200,['88372'],A623,"[""RAON-L'ETAPE""]",['88'],['44'],['GRAND EST'],A62-0200,La Plaine,http://id.eaufrance.fr/CEA/A62-0200,Influence de la compensation EDF et soutien AERM provenant de Vieux pré,"Depuis le 23/03/2007, les horaires sont en TU.",['VOSGES']
A6263410,Le ruisseau le Laxat à Hériménil,STANDARD,958881.0,6834236.0,26,6.509208597,48.556567604,234.0,2.0,1.0,1.0,A6580340,A6580340,['54260'],A658,['HERIMENIL'],['54'],['44'],['GRAND EST'],A6580340,Ruisseau le Laxat,http://id.eaufrance.fr/CEA/A6580340,,,['MEURTHE-ET-MOSELLE']
A6300001,Le ruisseau des Grands Fins à Thiaville-sur-Meurthe,PONCTUEL,980632.0,6818506.0,26,6.793377296,48.406165964,,,1.0,,A6300520,A6300520,['54519'],A630,['THIAVILLE-SUR-MEURTHE'],['54'],['44'],['GRAND EST'],A6300520,Ruisseau des Grands Fins,http://id.eaufrance.fr/CEA/A6300520,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6300002,Le ruisseau le Grand Faing de la Neuveville à Sainte-Barbe,PONCTUEL,982287.0,6817330.0,26,6.814946262,48.394881183,,,1.0,2.0,A6300350,A6300350,['88410'],A630,['SAINTE-BARBE'],['88'],['44'],['GRAND EST'],A6300350,Ruisseau le Grand Faing de la Neuveville,http://id.eaufrance.fr/CEA/A6300350,,Point de mesure ONDE (Observatoire National Des Etiages) jusqu'au printemps 2019,['VOSGES']
A6300003,[Le ruisseau de la Vallée de Trace] à Sainte-Barbe,PONCTUEL,981831.0,6815872.0,26,6.807843784,48.381977231,,,1.0,0.0,00000000,00000000,['88410'],A630,['SAINTE-BARBE'],['88'],['44'],['GRAND EST'],00000000,,http://id.eaufrance.fr/CEA/00000000,,Point de mesure ONDE (Observatoire National Des Etiages),['VOSGES']
A6311010,La Meurthe à Azerailles et à Baccarat,STANDARD,976357.0,6823095.0,26,6.738612663,48.44923718,260.0,3.0,1.0,2.0,A6--0100,A6310100,"['54038', '54039']",A631,"['AZERAILLES', 'BACCARAT']",['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Echelle de basses eaux non représentative du niveau de la Meurthe (ensablement),"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",['MEURTHE-ET-MOSELLE']
A6320001,Le ruisseau le Bouxerul à Azerailles,PONCTUEL,973874.0,6828943.0,26,6.708784819,48.502840787,,,1.0,,A6320320,A6320320,['54038'],A632,['AZERAILLES'],['54'],['44'],['GRAND EST'],A6320320,Ruisseau le Bouxerul,http://id.eaufrance.fr/CEA/A6320320,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6320002,Le ruisseau des Templiers à Azerailles,PONCTUEL,970489.0,6830496.0,26,6.663986676,48.518217202,,,1.0,,A6320620,A6320620,['54038'],A632,['AZERAILLES'],['54'],['44'],['GRAND EST'],A6320620,Ruisseau des Templiers,http://id.eaufrance.fr/CEA/A6320620,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6341010,La Meurthe à Lunéville,STANDARD,956675.0,6837063.0,26,6.481032756,48.582850801,219.0,3.0,1.0,3.0,A6--0100,A6340100,['54329'],A634,['LUNEVILLE'],['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,"Influence entre la Meurthe et la Vezouze en crue, selon concordance des épisodes","En crue, la Meurthe peut influencer la Vezouze à Lunéville et inversement en fonction de l'importance de la crue et de la coïncidence ou non des ondes de crue à la confluence (cf épisode de décembre 2001). Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",['MEURTHE-ET-MOSELLE']
A6400001,La Vezouze à Cirey-sur-Vezouze,STANDARD,990716.0,6838654.0,26,6.943052144,48.582756863,,,1.0,0.0,A6--0110,A6400110,['54129'],A640,['CIREY-SUR-VEZOUZE'],['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,,,['MEURTHE-ET-MOSELLE']
A6431120,La Vezouze à Blâmont et à Frémonville,STANDARD,983380.0,6838881.0,26,6.84386108,48.588048788,265.0,3.0,1.0,1.0,A6--0110,A6430110,"['54077', '54211']",A643,"['BLAMONT', 'FREMONVILLE']",['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,,"Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A6431121,Le ruisseau de l'Etang Gresson à Frémonville,PONCTUEL,987207.0,6838978.0,26,6.895753014,48.587233854,,,1.0,,A6430350,A6430350,['54211'],A643,['FREMONVILLE'],['54'],['44'],['GRAND EST'],A6430350,Ruisseau de l'Etang Gresson,http://id.eaufrance.fr/CEA/A6430350,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6443010,Le ruisseau le Vacon à Barbas,STANDARD,983261.0,6837561.0,26,6.841379117,48.576241088,258.0,3.0,1.0,1.0,A6450330,A6450330,['54044'],A645,['BARBAS'],['54'],['44'],['GRAND EST'],A6450330,Ruisseau le Vacon,http://id.eaufrance.fr/CEA/A6450330,,Le 11/07/2008 : le producteur DIREN Lorraine remplace l'Agence de l'Eau Rhin-Meuse placé en producteur associé.,['MEURTHE-ET-MOSELLE']
A6480001,La Blette à Montigny,STANDARD,980553.0,6830963.0,26,6.800409068,48.518136023,,,1.0,0.0,A64-0200,A6480200,['54377'],A648,['MONTIGNY'],['54'],['44'],['GRAND EST'],A64-0200,La Blette,http://id.eaufrance.fr/CEA/A64-0200,,,['MEURTHE-ET-MOSELLE']
A6500001,Le ruisseau Dessous l'Etang à Leintrey,PONCTUEL,975759.0,6842164.0,26,6.742753281,48.620837772,,,1.0,,A6500330,A6500330,['54308'],A650,['LEINTREY'],['54'],['44'],['GRAND EST'],A6500330,Ruisseau Dessous l'Etang,http://id.eaufrance.fr/CEA/A6500330,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6541110,La Vezouze à Thiébauménil,STANDARD,967282.0,6837329.0,26,6.624852639,48.580949425,231.0,3.0,1.0,1.0,A6--0110,A6540110,['54520'],A654,['THIEBAUMENIL'],['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,,"Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A6543010,Le ruisseau des Amis à Marainviller,STANDARD,967321.0,6839130.0,26,6.626501786,48.597116736,234.0,0.0,1.0,1.0,A6550300,A6550300,['54350'],A655,['MARAINVILLER'],['54'],['44'],['GRAND EST'],A6550300,Ruisseau des Amis,http://id.eaufrance.fr/CEA/A6550300,,Le 11/07/2008 : le producteur DIREN Lorraine remplace l'Agence de l'Eau Rhin-Meuse placé en producteur associé.,['MEURTHE-ET-MOSELLE']
A6550001,Le ruisseau de Frouard à Marainviller,PONCTUEL,967662.0,6839663.0,26,6.631453612,48.601765193,,,1.0,,A6550730,A6550730,['54350'],A655,['MARAINVILLER'],['54'],['44'],['GRAND EST'],A6550730,Ruisseau de Frouard,http://id.eaufrance.fr/CEA/A6550730,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6571110,La Vezouze à Lunéville,STANDARD,957039.0,6838418.0,26,6.486773857,48.59488312,220.0,3.0,1.0,3.0,A6--0110,A6570110,['54329'],A657,['LUNEVILLE'],['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,"Influence entre la Meurthe et la Vezouze en crue, selon concordance des épisodes","En crue, la Meurthe peut influencer la Vezouze à Lunéville et inversement en fonction de l'importance de la crue et de la coïncidence ou non des ondes de crue à la confluence (cf épisode de décembre 2001). Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A6600001,Le ruisseau des Huttes à la Houssière,PONCTUEL,985571.0,6799959.0,26,6.847826913,48.237342211,,,1.0,,A6600390,A6600390,['88244'],A660,['HOUSSIERE'],['88'],['44'],['GRAND EST'],A6600390,Ruisseau des Huttes,http://id.eaufrance.fr/CEA/A6600390,,Point de mesure ONDE (Observatoire National Des Etiages),['VOSGES']
A6621212,La Mortagne à Autrey et à Sainte-Hélène,STANDARD,973270.0,6805887.0,26,6.686053148,48.295896649,318.0,3.0,1.0,1.0,A6--0120,A6620120,"['88021', '88418']",A662,"['AUTREY', 'SAINTE-HELENE']",['88'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,,,['VOSGES']
A6640310,L'Arentèle à Saint-Gorgon et à Sainte-Hélène,STANDARD,969929.0,6807150.0,26,6.641836883,48.30864227,295.0,3.0,1.0,1.0,A6640300,A6640300,"['88417', '88418']",A664,"['SAINT-GORGON', 'SAINTE-HELENE']",['88'],['44'],['GRAND EST'],A6640300,Ruisseau l'Arentele,http://id.eaufrance.fr/CEA/A6640300,Influence du vannage du moulin de la rue situé environ 500m à l&#039;amont,,['VOSGES']
A6701210,La Mortagne à Roville-aux-Chênes,STANDARD,967551.0,6813730.0,26,6.613858407,48.368762829,271.0,3.0,1.0,1.0,A6--0120,A6700120,['88402'],A670,['ROVILLE-AUX-CHENES'],['88'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,,"Depuis le 23/03/2007, les horaires sont en TU.",['VOSGES']
A6731210,La Mortagne à Moyen,STANDARD,963498.0,6826211.0,26,6.566798538,48.482588613,238.0,2.0,1.0,1.0,A6--0120,A6730120,['54393'],A673,['MOYEN'],['54'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,,,['MEURTHE-ET-MOSELLE']
A6731220,La Mortagne à Gerbéviller,STANDARD,960351.0,6826568.0,26,6.524472123,48.487067749,233.0,3.0,1.0,1.0,A6--0120,A6740120,['54222'],A674,['GERBEVILLER'],['54'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,,"Depuis le 23/03/2007, les horaires sont en TU.",['MEURTHE-ET-MOSELLE']
A6731221,Le ruisseau du Houzard à Moyen,PONCTUEL,963725.0,6825118.0,26,6.569198798,48.472673696,,,1.0,,A6730530,A6730530,['54393'],A673,['MOYEN'],['54'],['44'],['GRAND EST'],A6730530,Ruisseau du Houzard,http://id.eaufrance.fr/CEA/A6730530,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6731222,Le ruisseau d'Avedeuy à Seranville,PONCTUEL,960120.0,6824671.0,26,6.520205038,48.470111853,,,1.0,,A6730740,A6730740,['54501'],A673,['SERANVILLE'],['54'],['44'],['GRAND EST'],A6730740,Ruisseau d'Avedeuy,http://id.eaufrance.fr/CEA/A6730740,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6761010,La Meurthe à Damelevières,STANDARD,949614.0,6834572.0,26,6.38394332,48.563224628,211.0,2.0,1.0,1.0,A6--0100,A6760100,['54152'],A676,['DAMELEVIERES'],['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Seuil fixe à l&#039;aval de la station,"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",['MEURTHE-ET-MOSELLE']
A6812010,Le Sanon à Lagarde,STANDARD,973538.0,6849602.0,26,6.71740244,48.68860971,230.0,3.0,1.0,1.0,A68-0200,A6810200,['57375'],A681,['LAGARDE'],['57'],['44'],['GRAND EST'],A68-0200,Le Sanon,http://id.eaufrance.fr/CEA/A68-0200,,,['MOSELLE']
A6812011,Le ruisseau le Remoncourt à Remoncourt,PONCTUEL,975680.0,6846683.0,26,6.744589099,48.661473672,,,1.0,,A6810610,A6810610,['54457'],A681,['REMONCOURT'],['54'],['44'],['GRAND EST'],A6810610,Ruisseau le Remoncourt,http://id.eaufrance.fr/CEA/A6810610,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6812012,Le ruisseau la Thille à Vaucourt,PONCTUEL,971644.0,6847164.0,26,6.690153181,48.66750375,,,1.0,,A6810930,A6810930,['54551'],A681,['VAUCOURT'],['54'],['44'],['GRAND EST'],A6810930,Ruisseau la Thille,http://id.eaufrance.fr/CEA/A6810930,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6850001,Le ruisseau de Bussy à Einville-au-Jard,PONCTUEL,955556.0,6843399.0,26,6.469649733,48.640231481,,,1.0,,A6850720,A6850720,['54176'],A685,['EINVILLE-AU-JARD'],['54'],['44'],['GRAND EST'],A6850720,Ruisseau de Bussy,http://id.eaufrance.fr/CEA/A6850720,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6860001,Le Sanon à Crévic,STANDARD,951188.0,6843257.0,26,6.410337127,48.640666529,,,1.0,0.0,A68-0200,A6860200,['54145'],A686,['CREVIC'],['54'],['44'],['GRAND EST'],A68-0200,Le Sanon,http://id.eaufrance.fr/CEA/A68-0200,,,['MEURTHE-ET-MOSELLE']
A6872010,Le Sanon à Dombasle-sur-Meurthe,STANDARD,946187.0,6841583.0,26,6.341560051,48.627545396,203.0,3.0,1.0,3.0,A68-0200,A6870200,['54159'],A687,['DOMBASLE-SUR-MEURTHE'],['54'],['44'],['GRAND EST'],A68-0200,Le Sanon,http://id.eaufrance.fr/CEA/A68-0200,Rejet du canal et de l'usine,"Depuis le 23/03/2007, les horaires des données sont en TU.",['MEURTHE-ET-MOSELLE']
A6903810,Le ruisseau le Petit Rhône à Saint-Nicolas-de-Port,STANDARD,943142.0,6840494.0,26,6.299660567,48.618909964,215.0,3.0,1.0,1.0,A6900380,A6900380,['54483'],A690,['SAINT-NICOLAS-DE-PORT'],['54'],['44'],['GRAND EST'],A6900380,Ruisseau le Petit Rhone,http://id.eaufrance.fr/CEA/A6900380,,,['MEURTHE-ET-MOSELLE']
A6910001,Le ruisseau de l'Accord à Courbesseaux,PONCTUEL,951341.0,6848796.0,26,6.415662769,48.690382199,,,1.0,,A6910330,A6910330,['54139'],A691,['COURBESSEAUX'],['54'],['44'],['GRAND EST'],A6910330,Ruisseau de l'Accord,http://id.eaufrance.fr/CEA/A6910330,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6921010,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],STANDARD,941013.0,6843031.0,26,6.272227226,48.642507126,200.0,3.0,1.0,1.0,A6--0100,A6920100,['54300'],A692,['LANEUVEVILLE-DEVANT-NANCY'],['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Seuil fixe à l&#039;aval de la station,"A partir du 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",['MEURTHE-ET-MOSELLE']
A6921011,Le ruisseau de l'Etang à Lupcourt,PONCTUEL,938315.0,6839334.0,26,6.233583404,48.610280304,,,1.0,,A6920630,A6920630,['54330'],A692,['LUPCOURT'],['54'],['44'],['GRAND EST'],A6920630,Ruisseau de l'Etang,http://id.eaufrance.fr/CEA/A6920630,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A6941020,La Meurthe à Malzéville,STANDARD,933865.0,6850323.0,26,6.179269355,48.710666956,188.0,3.0,1.0,1.0,A6--0100,A6940100,['54339'],A694,['MALZEVILLE'],['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Le soutient d'étiage par la retenue de vieux pré est usuellement de 3 m3/s.,"Le soutient d'étiage par la retenue de vieux pré est usuellement de 3 m3/s. En étiage, la mesure limnimétrique est tronquée (gestion par les vannes du barrage aval), ce qui a justifié l'installation d'un débitmètre de type H-ADCP. Ce débitmètre a un fonctionnement parfois erratique en étiage du fait des très faibles vitesses d'écoulement et des contre-courants. Pour les mesures d'étiage, la station de Laneuveville, environ 10 km à l'amont sur la Meurthe donne de bon résultats.",['MEURTHE-ET-MOSELLE']
A6953010,L'Amezule à Lay-Saint-Christophe,STANDARD,935098.0,6854399.0,26,6.198256179,48.746849788,197.0,3.0,1.0,1.0,A6950300,A6950300,['54305'],A695,['LAY-SAINT-CHRISTOPHE'],['54'],['44'],['GRAND EST'],A6950300,L'Amezule,http://id.eaufrance.fr/CEA/A6950300,,,['MEURTHE-ET-MOSELLE']
A7010610,La Moselle à Custines,STANDARD,929289.0,6858931.0,26,6.121750416,48.789667836,184.0,3.0,1.0,1.0,A---0082,A7010082,['54150'],A701,['CUSTINES'],['54'],['44'],['GRAND EST'],A---0082,La Moselle Canalisee,http://id.eaufrance.fr/CEA/A---0082,,"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",['MEURTHE-ET-MOSELLE']
A7020001,Le ruisseau la Natagne à Ville-au-Val,PONCTUEL,929030.0,6865131.0,26,6.121563101,48.84547617,,,1.0,,A7020300,A7020300,['54569'],A702,['VILLE-AU-VAL'],['54'],['44'],['GRAND EST'],A7020300,Ruisseau la Natagne,http://id.eaufrance.fr/CEA/A7020300,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
A7030620,La Moselle à Blénod-lès-Pont-à-Mousson,STANDARD,925734.0,6867031.0,26,6.077694919,48.863713405,178.0,2.0,1.0,1.0,A---0060,A7030060,['54079'],A703,['BLENOD-LES-PONT-A-MOUSSON'],['54'],['44'],['GRAND EST'],A---0060,La Moselle,http://id.eaufrance.fr/CEA/A---0060,,,['MEURTHE-ET-MOSELLE']
A7122010,L'Esch à Jezainville,STANDARD,923193.0,6867213.0,26,6.043180576,48.86623439,182.0,3.0,1.0,1.0,A71-0200,A7120200,['54279'],A712,['JEZAINVILLE'],['54'],['44'],['GRAND EST'],A71-0200,Ruisseau d'Esche,http://id.eaufrance.fr/CEA/A71-0200,,,['MEURTHE-ET-MOSELLE']
A7122011,L'Esch à Manonville,PONCTUEL,913149.0,6863112.0,26,5.904303915,48.832780123,,,1.0,,A71-0200,A7120200,['54348'],A712,['MANONVILLE'],['54'],['44'],['GRAND EST'],A71-0200,Ruisseau d'Esche,http://id.eaufrance.fr/CEA/A71-0200,,Point de mesure ONDE (Observatoire National Des Etiages),['MEURTHE-ET-MOSELLE']
