code_site,libelle_site,type_site,coordonnee_x_site,coordonnee_y_site,code_projection,longitude_site,latitude_site,altitude_site,code_systeme_alti_site,statut_site,influence_generale_site,code_entite_hydro_site,code_troncon_hydro_site,code_commune_site,code_zone_hydro_site,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,commentaire_influence_generale_site,commentaire_site,libelle_departement
10110001,La Grande Rivière à Goyaves à Petit-Bourg [Barbotteau],STANDARD,643352.0,1790354.0,39,-61.658989597,16.189402471,133.81,11.0,1.0,0.0,10--0020,10113772,['97118'],1011,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],10--0020,Grande Rivière à Goyaves,http://id.eaufrance.fr/CEA/10--0020,,,['GUADELOUPE']
10110002,[Grande riviere a goyave] à Petit-Bourg [canal d'Arnouville],STANDARD,644100.0,1791070.0,39,-61.651949755,16.19582925,,,1.0,0.0,00000000,00000000,['97118'],1011,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],00000000,,http://id.eaufrance.fr/CEA/00000000,,,['GUADELOUPE']
10110003,[La Grande Rivière à Goyaves à Petit-Bourg-Barboteau] à Petit-Bourg [pont de la Traversée],STANDARD,643710.0,1790860.0,39,-61.65561032,16.193954427,,,1.0,2.0,1---0002,10110131,['97118'],1011,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],1---0002,,http://id.eaufrance.fr/CEA/1---0002,,,['GUADELOUPE']
10110004,La Grande Rivière à Goyaves à Petit-Bourg [Vernou],STANDARD,641900.0,1786900.0,39,-61.672778414,16.158271038,,,1.0,2.0,10--0020,10111653,['97118'],1011,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],10--0020,Grande Rivière à Goyaves,http://id.eaufrance.fr/CEA/10--0020,,,['GUADELOUPE']
10150001,La rivière Bras David à Petit-Bourg [Maison Forêt],STANDARD,639703.869,1788847.318,39,-61.693199749,16.175997701,214.38,11.0,1.0,0.0,101-1020,10150355,['97118'],1015,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],101-1020,Rivière Bras David,http://id.eaufrance.fr/CEA/101-1020,,,['GUADELOUPE']
10160001,La rivière Bras David à Petit-Bourg [Prise d'eau Duclos],STANDARD,642548.89,1791425.85,39,-61.666435864,16.199136863,104.92,11.0,1.0,0.0,101-1020,10160930,['97118'],1016,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],101-1020,Rivière Bras David,http://id.eaufrance.fr/CEA/101-1020,,,['GUADELOUPE']
10160002,[La rivière Bras David] à Petit-Bourg [cote 110],STANDARD,643530.0,1791840.0,39,-61.657233929,16.202822061,,,1.0,0.0,00000000,00000000,['97118'],1016,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],00000000,,http://id.eaufrance.fr/CEA/00000000,,,['GUADELOUPE']
10160003,La rivière Bras David [Petit-Bourg [cote 130]] à Petit-Bourg [cote 130],STANDARD,641810.0,1790790.0,39,-61.673385354,16.193433429,,,1.0,2.0,101-1020,10161576,['97118'],1016,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],101-1020,Rivière Bras David,http://id.eaufrance.fr/CEA/101-1020,,,['GUADELOUPE']
10200001,"[Grande riviere a goyave] à Petit-Bourg [Prise d'eau, cote 90]",STANDARD,643971.0,1792097.0,39,-61.653093292,16.205118648,,,2.0,2.0,00000000,00000000,['97118'],1020,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],00000000,,http://id.eaufrance.fr/CEA/00000000,,,['GUADELOUPE']
10210001,La rivière de Bras de Sable à Lamentin [Ravine Chaude],STANDARD,642290.0,1794320.0,39,-61.668681698,16.225308732,,,1.0,0.0,10211020,10210029,['97115'],1021,['LAMENTIN'],['971'],['01'],['GUADELOUPE'],10211020,Rivière de Bras de Sable,http://id.eaufrance.fr/CEA/10211020,,,['GUADELOUPE']
10250001,La Grande Rivière à Goyaves à Sainte-Rose [La Boucan],STANDARD,642309.8,1800339.66,39,-61.668130065,16.27971171,8.0,11.0,1.0,0.0,10--0020,10252067,['97129'],1025,['SAINTE-ROSE'],['971'],['01'],['GUADELOUPE'],10--0020,Grande Rivière à Goyaves,http://id.eaufrance.fr/CEA/10--0020,,,['GUADELOUPE']
10250002,La Grande Rivière à Goyaves à Sainte-Rose [Bonne Mère],STANDARD,642330.0,1799480.0,39,-61.667993471,16.271941152,,,2.0,2.0,10--0020,10252317,['97129'],1025,['SAINTE-ROSE'],['971'],['01'],['GUADELOUPE'],10--0020,Grande Rivière à Goyaves,http://id.eaufrance.fr/CEA/10--0020,,,['GUADELOUPE']
10400001,La Rivière Moustique (Sainte-Rose) à Sainte-Rose [Ravine Bleue],STANDARD,636995.19,1801872.23,39,-61.717770023,16.293870123,159.04,11.0,1.0,0.0,104-0020,10400494,['97129'],1040,['SAINTE-ROSE'],['971'],['01'],['GUADELOUPE'],104-0020,Rivière Moustique (sainte-rose),http://id.eaufrance.fr/CEA/104-0020,,,['GUADELOUPE']
10400002,La Rivière Moustique (Sainte-Rose) à Sainte-Rose [Forêt de Marolles],STANDARD,637277.0,1802198.0,39,-61.715113667,16.296798381,,,2.0,0.0,104-0020,10400666,['97129'],1040,['SAINTE-ROSE'],['971'],['01'],['GUADELOUPE'],104-0020,Rivière Moustique (sainte-rose),http://id.eaufrance.fr/CEA/104-0020,,,['GUADELOUPE']
10440001,La rivière de Nogent à Sainte-Rose,STANDARD,634056.0,1806519.0,39,-61.745007441,16.336032497,,,2.0,0.0,10440100,10440120,['97129'],1044,['SAINTE-ROSE'],['971'],['01'],['GUADELOUPE'],10440100,Rivière de Nogent,http://id.eaufrance.fr/CEA/10440100,,,['GUADELOUPE']
11100001,La rivière Moustique Petit-Bourg à Petit-Bourg [Prise d'eau Trianon],STANDARD,646709.28,1786885.4,39,-61.627806244,16.157854094,109.0,11.0,1.0,0.0,111-0040,11105360,['97118'],1110,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],111-0040,Rivière Moustique Petit-Bourg,http://id.eaufrance.fr/CEA/111-0040,,,['GUADELOUPE']
11110001,La rivière Moustique Petit-Bourg à Petit-Bourg [pont RN],STANDARD,649437.44,1789570.17,39,-61.60212418,16.181951987,14.66,11.0,1.0,0.0,111-0040,11110316,['97118'],1111,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],111-0040,Rivière Moustique Petit-Bourg,http://id.eaufrance.fr/CEA/111-0040,,,['GUADELOUPE']
11120001,La rivière la Rose à Goyave [cote 75],STANDARD,649972.0,1786000.0,39,-61.597352472,16.149653493,,,1.0,2.0,11120020,11121414,['97114'],1112,['GOYAVE'],['971'],['01'],['GUADELOUPE'],11120020,Rivière la Rose,http://id.eaufrance.fr/CEA/11120020,,,['GUADELOUPE']
11130001,La Lézarde à Petit-Bourg [cote 85],STANDARD,644620.0,1789336.0,39,-61.647192928,16.180126943,,,2.0,2.0,111-0020,11130134,['97118'],1113,['PETIT-BOURG'],['971'],['01'],['GUADELOUPE'],111-0020,Rivière la Lézarde,http://id.eaufrance.fr/CEA/111-0020,,,['GUADELOUPE']
11200001,La Grande Rivière de Capesterre à Capesterre-Belle-Eau [Prise d'eau La Digue],STANDARD,648742.4213577,1777361.8371295,39,-61.609394045,16.071660259,188.93,11.0,1.0,0.0,11200020,11200702,['97107'],1120,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11200020,Grande Rivière de Capesterre,http://id.eaufrance.fr/CEA/11200020,Station située en amont d'une prise d'eau potable. Débit naturel en l'absence de prise d'eau en amont.,,['GUADELOUPE']
11200002,La Grande Rivière de Capesterre à Capesterre-Belle-Eau [pont RN],STANDARD,653386.53,1775775.4,39,-61.56608824,16.057036348,11.83,11.0,1.0,0.0,11200020,11200155,['97107'],1120,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11200020,Grande Rivière de Capesterre,http://id.eaufrance.fr/CEA/11200020,,,['GUADELOUPE']
11200003,La Grande Rivière de Capesterre à Capesterre-Belle-Eau [cote 95],STANDARD,651308.0,1776842.0,39,-61.585446667,16.066805019,,,1.0,0.0,11200020,11200500,['97107'],1120,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11200020,Grande Rivière de Capesterre,http://id.eaufrance.fr/CEA/11200020,,,['GUADELOUPE']
11210001,La rivière du Pérou à Capesterre-Belle-Eau [cote 205],STANDARD,649394.0,1775806.0,39,-61.603401793,16.057559475,,,1.0,0.0,11211020,11210736,['97107'],1121,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11211020,Rivière du Pérou,http://id.eaufrance.fr/CEA/11211020,,,['GUADELOUPE']
11220001,La rivière du Grand Carbet à Capesterre-Belle-Eau [Amont prise Marquis],STANDARD,649170.0,1773830.0,39,-61.605619672,16.039714664,,,1.0,0.0,11220020,11220577,['97107'],1122,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11220020,Rivière du Grand Carbet,http://id.eaufrance.fr/CEA/11220020,,,['GUADELOUPE']
11220002,La rivière du Grand Carbet à Capesterre-Belle-Eau [Cote 15],STANDARD,652457.0,1771951.0,39,-61.57502155,16.022531066,,,1.0,0.0,11220020,11222252,['97107'],1122,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11220020,Rivière du Grand Carbet,http://id.eaufrance.fr/CEA/11220020,,,['GUADELOUPE']
11220003,La rivière du Grand Carbet à Capesterre-Belle-Eau [Barrage],STANDARD,647232.0,1774445.0,39,-61.623693349,16.045389917,,,1.0,0.0,11220020,11220519,['97107'],1122,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11220020,Rivière du Grand Carbet,http://id.eaufrance.fr/CEA/11220020,,,['GUADELOUPE']
11230001,La rivière Moreau à Goyave [cote 170],STANDARD,648082.0,1783120.0,39,-61.615206314,16.123740687,,,1.0,0.0,11231020,11231169,['97114'],1123,['GOYAVE'],['971'],['01'],['GUADELOUPE'],11231020,Rivière Moreau,http://id.eaufrance.fr/CEA/11231020,,,['GUADELOUPE']
11240001,[Petite Riviere A Goyave] à Goyave,STANDARD,651060.0,1783530.0,39,-61.587337245,16.127263578,,,1.0,2.0,00000000,00000000,['97114'],1124,['GOYAVE'],['971'],['01'],['GUADELOUPE'],00000000,,http://id.eaufrance.fr/CEA/00000000,,,['GUADELOUPE']
11260001,La rivière de Sainte-Marie à Capesterre-Belle-Eau,STANDARD,653742.0,1780532.0,39,-61.562456953,16.100001781,,,1.0,2.0,11260040,11264529,['97107'],1126,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11260040,Rivière de Sainte-Marie,http://id.eaufrance.fr/CEA/11260040,,,['GUADELOUPE']
11310001,La rivière Grande Anse à Trois-Rivières [Pont RD],STANDARD,643458.3,1765327.65,39,-61.659512131,15.963211632,-0.1,11.0,1.0,0.0,11310020,11314271,['97132'],1131,['TROIS-RIVIERES'],['971'],['01'],['GUADELOUPE'],11310020,Rivière Grande Anse,http://id.eaufrance.fr/CEA/11310020,,,['GUADELOUPE']
11340001,La rivière du Bananier à Capesterre-Belle-Eau [Pont Thévenin],STANDARD,648794.0,1771553.0,39,-61.609276275,16.019158627,,,1.0,0.0,11340020,11341106,['97107'],1134,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11340020,Rivière du Bananier,http://id.eaufrance.fr/CEA/11340020,,,['GUADELOUPE']
11340002,La rivière du Bananier à Capesterre-Belle-Eau [Déversoir à l'échelle],STANDARD,648133.0,1772195.0,39,-61.615413076,16.02500079,,,1.0,0.0,11340020,11341106,['97107'],1134,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11340020,Rivière du Bananier,http://id.eaufrance.fr/CEA/11340020,,,['GUADELOUPE']
11340003,La rivière du Bananier à Capesterre-Belle-Eau [Déversoir au limnigraphe],STANDARD,648147.0,1772195.0,39,-61.615282247,16.024999945,,,1.0,0.0,11340020,11341106,['97107'],1134,['CAPESTERRE-BELLE-EAU'],['971'],['01'],['GUADELOUPE'],11340020,Rivière du Bananier,http://id.eaufrance.fr/CEA/11340020,,,['GUADELOUPE']
12120001,La rivière des Pères à Baillif,STANDARD,634889.58,1770534.91,39,-61.739269766,16.010759526,16.5,11.0,1.0,0.0,12120020,12120263,['97104'],1212,['BAILLIF'],['971'],['01'],['GUADELOUPE'],12120020,Rivière des Pères,http://id.eaufrance.fr/CEA/12120020,,,['GUADELOUPE']
12130001,La rivière aux Herbes à Basse-Terre,STANDARD,636410.0,1768948.0,39,-61.725152838,15.996332898,,,1.0,2.0,12130020,12130408,['97105'],1213,['BASSE-TERRE'],['971'],['01'],['GUADELOUPE'],12130020,Rivière aux Herbes,http://id.eaufrance.fr/CEA/12130020,,,['GUADELOUPE']
12140001,La rivière du Galion à Basse-Terre [Pont du Galion],STANDARD,636922.0,1768166.0,39,-61.720413666,15.989236632,,,1.0,2.0,12140020,12140008,['97105'],1214,['BASSE-TERRE'],['971'],['01'],['GUADELOUPE'],12140020,Rivière du Galion,http://id.eaufrance.fr/CEA/12140020,,,['GUADELOUPE']
12180001,La rivière du Plessis à Baillif,STANDARD,637069.0,1776853.0,39,-61.718538802,16.067742559,,,1.0,2.0,12180020,12185839,['97104'],1218,['BAILLIF'],['971'],['01'],['GUADELOUPE'],12180020,Rivière du Plessis,http://id.eaufrance.fr/CEA/12180020,,,['GUADELOUPE']
12200001,La Grande Rivière de Vieux-Habitants à Vieux-Habitants [cote 570],STANDARD,639502.0,1781550.0,39,-61.695519784,16.110056606,,,1.0,2.0,122-0020,12201380,['97134'],1220,['VIEUX-HABITANTS'],['971'],['01'],['GUADELOUPE'],122-0020,Grande Rivière de Vieux-habitants,http://id.eaufrance.fr/CEA/122-0020,,,['GUADELOUPE']
12200002,La Grande Rivière de Vieux-Habitants à Vieux-Habitants [cote 325],STANDARD,637148.0,1780600.0,39,-61.717583131,16.101603762,,,1.0,2.0,122-0020,12204296,['97134'],1220,['VIEUX-HABITANTS'],['971'],['01'],['GUADELOUPE'],122-0020,Grande Rivière de Vieux-habitants,http://id.eaufrance.fr/CEA/122-0020,,,['GUADELOUPE']
12210001,La Grande Rivière de Vieux-Habitants à Vieux-Habitants [Prise d'eau Barthole],STANDARD,636337.5848859,1778943.7138341,39,-61.725255165,16.086679453,253.52,11.0,1.0,0.0,122-0020,12214274,['97134'],1221,['VIEUX-HABITANTS'],['971'],['01'],['GUADELOUPE'],122-0020,Grande Rivière de Vieux-habitants,http://id.eaufrance.fr/CEA/122-0020,,,['GUADELOUPE']
12210002,La Grande Rivière de Vieux-Habitants à Vieux-Habitants [Pont RN],STANDARD,632647.2653893,1775930.3241891,39,-61.759922256,16.059646645,15.76,11.0,1.0,0.0,122-0020,12210688,['97134'],1221,['VIEUX-HABITANTS'],['971'],['01'],['GUADELOUPE'],122-0020,Grande Rivière de Vieux-habitants,http://id.eaufrance.fr/CEA/122-0020,,,['GUADELOUPE']
12240001,La rivière Beaugendre à Vieux-Habitants [cote 77],STANDARD,633780.0,1780247.0,39,-61.74909047,16.098599964,,,2.0,2.0,12240020,12240693,['97134'],1224,['VIEUX-HABITANTS'],['971'],['01'],['GUADELOUPE'],12240020,Rivière Beaugendre,http://id.eaufrance.fr/CEA/12240020,,,['GUADELOUPE']
12270001,La rivière Lostau à Bouillante [Pont RD],STANDARD,631970.4,1787278.63,39,-61.765614739,16.162251555,22.76,11.0,1.0,0.0,12270040,12274894,['97106'],1227,['BOUILLANTE'],['971'],['01'],['GUADELOUPE'],12270040,Rivière Lostau,http://id.eaufrance.fr/CEA/12270040,,,['GUADELOUPE']
12270002,La rivière Lostau à Bouillante [cote 70],STANDARD,632885.0,1787115.0,39,-61.757070717,16.160722892,,,1.0,2.0,12270040,12273620,['97106'],1227,['BOUILLANTE'],['971'],['01'],['GUADELOUPE'],12270040,Rivière Lostau,http://id.eaufrance.fr/CEA/12270040,,,['GUADELOUPE']
12270003,La rivière Lostau à Bouillante [Déversoir],STANDARD,633581.0,1787263.0,39,-61.750553449,16.162022446,,,1.0,0.0,12270040,12274339,['97106'],1227,['BOUILLANTE'],['971'],['01'],['GUADELOUPE'],12270040,Rivière Lostau,http://id.eaufrance.fr/CEA/12270040,,,['GUADELOUPE']
12320001,La rivière de Petite-Plaine à Pointe-Noire,STANDARD,630814.82,1794138.71,39,-61.776039409,16.224316529,14.13,11.0,1.0,0.0,12320020,12324492,['97121'],1232,['POINTE-NOIRE'],['971'],['01'],['GUADELOUPE'],12320020,Rivière de Petite-Plaine,http://id.eaufrance.fr/CEA/12320020,,,['GUADELOUPE']
12320002,La rivière de Petite-Plaine à Pointe-Noire [Historique],STANDARD,633660.0,1794730.0,39,-61.749389451,16.229505466,,,2.0,0.0,12320020,12324861,['97121'],1232,['POINTE-NOIRE'],['971'],['01'],['GUADELOUPE'],12320020,Rivière de Petite-Plaine,http://id.eaufrance.fr/CEA/12320020,,,['GUADELOUPE']
12350001,La rivière Ferry à Deshaies [cote 35],STANDARD,629220.0,1800926.0,39,-61.79058361,16.285746742,,,1.0,2.0,12350140,12350189,['97111'],1235,['DESHAIES'],['971'],['01'],['GUADELOUPE'],12350140,Rivière Ferry,http://id.eaufrance.fr/CEA/12350140,,,['GUADELOUPE']
12360001,La rivière Deshaies à Deshaies,STANDARD,630049.3509247,1802142.5993697,39,-61.78275482,16.296697987,140.0,11.0,1.0,0.0,12360100,12362091,['97111'],1236,['DESHAIES'],['971'],['01'],['GUADELOUPE'],12360100,Rivière Deshaies,http://id.eaufrance.fr/CEA/12360100,,,['GUADELOUPE']
13110001,La ravine Bacadore aux Abymes,STANDARD,659392.0,1797811.0,39,-61.508468286,16.255793409,,,1.0,2.0,131-0020,13110229,['97101'],1311,['ABYMES'],['971'],['01'],['GUADELOUPE'],131-0020,Ravine Bacadore,http://id.eaufrance.fr/CEA/131-0020,,,['GUADELOUPE']
13320001,La ravine des Coudes à Morne-à-l'Eau,STANDARD,666558.87,1805997.51,39,-61.440836092,16.329290583,3.27,11.0,2.0,0.0,133-0020,13321857,['97116'],1332,"[""MORNE-A-L'EAU""]",['971'],['01'],['GUADELOUPE'],133-0020,Ravine des Coudes,http://id.eaufrance.fr/CEA/133-0020,Seuil sur une ravine sèche en l'absence de pluie.,,['GUADELOUPE']
13500001,La ravine Gaschet à Petit-Canal [Duval],STANDARD,666458.0,1813872.0,39,-61.441215057,16.40045727,,,1.0,2.0,135-0020,13501748,['97119'],1350,['PETIT-CANAL'],['971'],['01'],['GUADELOUPE'],135-0020,Ravine Gaschet,http://id.eaufrance.fr/CEA/135-0020,,,['GUADELOUPE']
13550001,La ravine Gaschet à Port-Louis [Pont RN 6],STANDARD,660257.0,1814214.0,39,-61.49924553,16.403970454,,,1.0,2.0,135-0020,13550741,['97122'],1355,['PORT-LOUIS'],['971'],['01'],['GUADELOUPE'],135-0020,Ravine Gaschet,http://id.eaufrance.fr/CEA/135-0020,,,['GUADELOUPE']
13550002,La ravine Gaschet à Port-Louis [Retenue Gachet],STANDARD,661420.0,1815500.0,39,-61.488267384,16.415513864,,,1.0,2.0,135-0020,13555364,['97122'],1355,['PORT-LOUIS'],['971'],['01'],['GUADELOUPE'],135-0020,Ravine Gaschet,http://id.eaufrance.fr/CEA/135-0020,,,['GUADELOUPE']
13620001,La ravine Cassis à Port-Louis [Pont voie ferrée],STANDARD,659192.0,1818323.0,39,-61.508933348,16.441174358,,,1.0,2.0,136-0020,13621614,['97122'],1362,['PORT-LOUIS'],['971'],['01'],['GUADELOUPE'],136-0020,Ravine Cassis,http://id.eaufrance.fr/CEA/136-0020,,,['GUADELOUPE']
14220001,[ravine Gardel] au Moule,STANDARD,679203.0,1804184.0,39,-61.322648953,16.311995675,,,1.0,2.0,00000000,00000000,['97117'],1422,['MOULE'],['971'],['01'],['GUADELOUPE'],00000000,,http://id.eaufrance.fr/CEA/00000000,,,['GUADELOUPE']
15300001,La ravine Bombo à Sainte-Anne,STANDARD,673224.0,1797554.0,39,-61.3790885,16.252520424,,,1.0,2.0,153-0020,15300192,['97128'],1530,['SAINTE-ANNE'],['971'],['01'],['GUADELOUPE'],153-0020,Ravine Bombo,http://id.eaufrance.fr/CEA/153-0020,,,['GUADELOUPE']
15420001,[Grande Ravine] au Gosier [Pont RN 4],STANDARD,660559.0,1793576.0,39,-61.497841135,16.217444195,,,1.0,2.0,154-0020,15421866,['97113'],1542,['GOSIER'],['971'],['01'],['GUADELOUPE'],154-0020,,http://id.eaufrance.fr/CEA/154-0020,,,['GUADELOUPE']
16410001,La rivière Saint-Louis à Saint-Louis [Marie-Galante],STANDARD,683082.0,1762504.0,39,-61.289587036,15.935073394,,,1.0,2.0,164-0020,16411890,['97126'],1641,['SAINT-LOUIS'],['971'],['01'],['GUADELOUPE'],164-0020,Rivière Saint-Louis,http://id.eaufrance.fr/CEA/164-0020,,,['GUADELOUPE']
20140001,La rivière de l'Anse Céron au Prêcheur,STANDARD,690943.6880707,1640446.0851598,39,-61.225533373,14.831497784,,,1.0,4.0,20140700,20140700,['97219'],2014,['PRECHEUR'],['972'],['02'],['MARTINIQUE'],20140700,Rivière de l'Anse Céron,http://id.eaufrance.fr/CEA/20140700,Station sous l'influence de la mer en hautes eaux,,['MARTINIQUE']
21010001,La Grande Rivière à Grand'Rivière [Bourg Grand Rivière],STANDARD,695994.8861052,1645096.7875032,39,-61.178256371,14.873158238,,,1.0,0.0,21010860,21010860,['97211'],2101,"[""GRAND'RIVIERE""]",['972'],['02'],['MARTINIQUE'],21010860,Grande Rivière,http://id.eaufrance.fr/CEA/21010860,,,['MARTINIQUE']
21010002,La Grande Rivière à Grand'Rivière [Grand-riviére],STANDARD,-6364086.5812606,5967626.6313135,26,-61.175958825,14.870357658,,,1.0,1.0,21010860,21010860,['97211'],2101,"[""GRAND'RIVIERE""]",['972'],['02'],['MARTINIQUE'],21010860,Grande Rivière,http://id.eaufrance.fr/CEA/21010860,,,['MARTINIQUE']
21130001,La rivière Capot au Morne-Rouge [Mackintosh],STANDARD,703325.0,1634475.0,39,-61.11098285,14.776624396,,,1.0,0.0,211-0560,21130560,['97218'],2113,['MORNE-ROUGE'],['972'],['02'],['MARTINIQUE'],211-0560,Rivière Capot,http://id.eaufrance.fr/CEA/211-0560,,,['MARTINIQUE']
21130002,La rivière Capot au Morne-Rouge [mackintosh],STANDARD,-6367528.9826564,5954291.8730628,26,-61.116639324,14.778259074,,,1.0,1.0,211-0560,21130560,['97218'],2113,['MORNE-ROUGE'],['972'],['02'],['MARTINIQUE'],211-0560,Rivière Capot,http://id.eaufrance.fr/CEA/211-0560,,,['MARTINIQUE']
21150001,La rivière Capot au Lorrain [Saut Babin],STANDARD,703775.0,1638400.0,39,-61.106495975,14.812058121,,,1.0,0.0,211-0560,21150560,['97214'],2115,['LORRAIN'],['972'],['02'],['MARTINIQUE'],211-0560,Rivière Capot,http://id.eaufrance.fr/CEA/211-0560,,,['MARTINIQUE']
21150002,La rivière Capot au Lorrain [Vivé-capot],STANDARD,704838.0959403,1640600.5872589,39,-61.096447645,14.831861995,,,1.0,1.0,211-0560,21150560,['97214'],2115,['LORRAIN'],['972'],['02'],['MARTINIQUE'],211-0560,Rivière Capot,http://id.eaufrance.fr/CEA/211-0560,,,['MARTINIQUE']
21160001,La rivière Pirogue au Lorrain [Pont Desgrottes],STANDARD,704280.0,1637600.0,39,-61.101868228,14.804790393,,,1.0,0.0,21160950,21160950,['97214'],2116,['LORRAIN'],['972'],['02'],['MARTINIQUE'],21160950,Rvière Pirogue,http://id.eaufrance.fr/CEA/21160950,,,['MARTINIQUE']
21170001,La rivière Falaise au Lorrain [riv-falaise],STANDARD,-6360882.709518,5957168.6817629,26,-61.096474684,14.831929777,,,1.0,1.0,21170290,21170290,['97214'],2117,['LORRAIN'],['972'],['02'],['MARTINIQUE'],21170290,Rivière Falaise,http://id.eaufrance.fr/CEA/21170290,,,['MARTINIQUE']
22050001,La rivière du Lorrain au Lorrain [SCNA],STANDARD,709287.3331782,1635802.6765488,39,-61.055504668,14.788161638,,,1.0,0.0,220-1300,22051300,['97214'],2205,['LORRAIN'],['972'],['02'],['MARTINIQUE'],220-1300,Rivière du Lorrain,http://id.eaufrance.fr/CEA/220-1300,,,['MARTINIQUE']
22050002,La rivière du Lorrain au Lorrain [confluence Pirogue],STANDARD,708900.0,1634875.0,39,-61.059176417,14.779809287,,,1.0,0.0,220-1300,22051300,['97214'],2205,['LORRAIN'],['972'],['02'],['MARTINIQUE'],220-1300,Rivière du Lorrain,http://id.eaufrance.fr/CEA/220-1300,,,['MARTINIQUE']
22050003,La rivière du Lorrain au Lorrain [Pont de la Pirogue],STANDARD,709110.0,1636750.0,39,-61.057075397,14.796735688,,,1.0,0.0,220-1300,22051300,['97214'],2205,['LORRAIN'],['972'],['02'],['MARTINIQUE'],220-1300,Rivière du Lorrain,http://id.eaufrance.fr/CEA/220-1300,,,['MARTINIQUE']
22110001,La rivière de Bezaudin à Sainte-Marie [Sainte-Marie],STANDARD,714531.4418025,1634174.6127974,39,-61.006936513,14.773034836,,,1.0,1.0,221-1460,22111460,['97228'],2211,['SAINTE-MARIE'],['972'],['02'],['MARTINIQUE'],221-1460,Rivière de Bezaudin,http://id.eaufrance.fr/CEA/221-1460,,,['MARTINIQUE']
22210001,La rivière du Galion Bras Gommier Percé à Gros-Morne [Bras-Gommier],STANDARD,711231.442077,1629479.1881969,39,-61.037961962,14.730869121,,,1.0,0.0,22211630,22211630,['97212'],2221,['GROS-MORNE'],['972'],['02'],['MARTINIQUE'],22211630,Rivière du Galion Bras Gommier Percé,http://id.eaufrance.fr/CEA/22211630,,,['MARTINIQUE']
22250001,La rivière du Galion à la Trinité [Grand Galion],STANDARD,719605.3756395,1628019.5337301,39,-60.960337268,14.717007964,,,1.0,0.0,22251791,22251791,['97230'],2225,['TRINITE'],['972'],['02'],['MARTINIQUE'],22251791,Rivière du Galion,http://id.eaufrance.fr/CEA/22251791,,,['MARTINIQUE']
22250002,La rivière du Galion à la Trinité [Bassignac],STANDARD,716615.0,1629484.0,39,-60.98797774,14.730483451,,,1.0,0.0,222-1790,22251790,['97230'],2225,['TRINITE'],['972'],['02'],['MARTINIQUE'],222-1790,Rivière du Galion,http://id.eaufrance.fr/CEA/222-1790,,,['MARTINIQUE']
22250003,La rivière du Galion à la Trinité [bassignac],STANDARD,717291.4069539,1629383.5905091,39,-60.981706085,14.729521489,,,1.0,1.0,222-1790,22251790,['97230'],2225,['TRINITE'],['972'],['02'],['MARTINIQUE'],222-1790,Rivière du Galion,http://id.eaufrance.fr/CEA/222-1790,,,['MARTINIQUE']
22280001,La rivière Épinette à la Trinité [college-st-juste],STANDARD,-6358304.9274289,5937114.5705422,26,-60.964206336,14.737689751,,,1.0,1.0,22280300,22280300,['97230'],2228,['TRINITE'],['972'],['02'],['MARTINIQUE'],22280300,Rivière Épinette,http://id.eaufrance.fr/CEA/22280300,,,['MARTINIQUE']
23010001,La rivière Dumauzé à Fort-de-France [Didier],STANDARD,705383.0,1621773.0,39,-61.09286828,14.6616867,,,1.0,0.0,23010580,23010580,['97209'],2301,['FORT-DE-FRANCE'],['972'],['02'],['MARTINIQUE'],23010580,Rivière Dumauzé,http://id.eaufrance.fr/CEA/23010580,,,['MARTINIQUE']
23010002,La rivière Dumauzé à Fort-de-France [Absalon],STANDARD,704871.0,1623436.0,39,-61.097490855,14.676753304,,,1.0,0.0,23010580,23010580,['97209'],2301,['FORT-DE-FRANCE'],['972'],['02'],['MARTINIQUE'],23010580,Rivière Dumauzé,http://id.eaufrance.fr/CEA/23010580,,,['MARTINIQUE']
